#{"t_start": 1760181361.6154354, "env_id": "None"}
r,l,t
105.0,7,5.301326
101.0,1,5.302486
104.0,5,5.308605
101.0,1,5.309882
103.0,4,5.314825
103.0,4,5.319537
102.0,2,5.321945
104.0,6,5.329094
101.0,1,5.330404
103.0,3,5.333957
101.0,1,5.33517
101.0,4,5.340076
105.0,6,5.350973
106.0,10,5.363837
102.0,3,5.367167
104.0,7,5.375548
102.0,4,5.38163
101.0,3,5.385306
101.0,1,5.386533
101.0,1,5.387713
105.0,5,5.394281
102.0,3,5.398816
101.0,1,11.448222
104.0,4,11.453271
102.0,2,11.457349
102.0,2,11.460541
101.0,2,11.463215
102.0,2,11.466335
102.0,2,11.469069
104.0,5,11.475495
106.0,8,11.484888
101.0,1,11.486183
103.0,5,11.493668
104.0,6,11.503033
101.0,1,11.50435
103.0,3,11.508476
103.0,5,11.514244
101.0,1,11.515401
102.0,2,11.517985
101.0,1,11.519394
101.0,1,11.520691
101.0,4,11.525822
101.0,2,11.528239
104.0,4,11.532727
101.0,2,11.535355
101.0,1,11.536707
103.0,3,11.540987
104.0,5,11.547302
106.0,7,11.556193
102.0,2,11.558697
105.0,5,11.564258
102.0,2,11.566865
102.0,2,11.569432
101.0,1,11.570658
104.0,6,11.578517
102.0,2,11.580768
101.0,1,11.581928
101.0,1,11.583245
103.0,3,11.586895
101.0,1,11.588597
102.0,2,11.591136
101.0,1,11.592298
101.0,2,11.59467
101.0,1,11.595878
105.0,6,11.60319
101.0,1,11.604665
101.0,1,11.605973
101.0,1,11.607183
102.0,3,11.610903
104.0,5,11.616977
101.0,1,11.618129
107.0,9,11.634016
102.0,2,11.638171
101.0,1,11.640067
102.0,4,11.647169
101.0,1,11.649172
102.0,3,11.655374
101.0,1,11.656677
102.0,2,11.659046
103.0,3,11.66273
101.0,3,11.666636
101.0,1,11.668674
101.0,1,11.670013
103.0,3,11.673661
105.0,5,11.679596
104.0,4,11.686367
101.0,1,11.687783
102.0,2,11.690343
101.0,2,11.692823
104.0,5,11.699349
104.0,4,11.703964
104.0,10,11.717821
101.0,1,11.719566
102.0,3,11.723654
101.0,1,11.724899
101.0,4,11.730783
101.0,1,11.732727
101.0,1,11.734624
102.0,2,11.738156
102.0,3,11.743662
101.0,1,11.745723
102.0,2,11.748181
103.0,3,11.751878
102.0,2,11.754248
102.0,2,11.756741
101.0,3,11.760193
106.0,6,11.771085
101.0,1,11.772991
102.0,2,11.776613
101.0,3,11.781116
101.0,1,11.782328
101.0,1,11.783597
104.0,4,11.788432
101.0,1,11.78979
103.0,4,11.795041
101.0,1,11.79621
101.0,1,11.797373
101.0,1,11.798626
101.0,1,11.799902
104.0,5,11.805856
102.0,2,11.808354
105.0,5,11.814674
101.0,3,11.818462
101.0,3,11.822173
101.0,1,11.823483
101.0,1,11.825063
101.0,1,11.826716
103.0,3,11.830024
104.0,4,11.834583
101.0,1,11.835783
102.0,2,11.838274
105.0,7,11.847175
106.0,7,11.855602
103.0,3,11.85965
101.0,1,11.860951
101.0,2,11.863436
103.0,3,11.866929
101.0,1,11.868241
104.0,8,11.880929
101.0,1,11.882191
102.0,2,11.884761
101.0,1,11.885943
104.0,6,11.893428
104.0,6,11.900628
101.0,2,11.903268
101.0,1,11.905255
102.0,2,11.907722
101.0,1,11.909059
101.0,1,11.9103
101.0,1,11.911583
101.0,1,11.913038
101.0,1,11.914285
103.0,3,11.918071
101.0,1,11.919924
102.0,2,11.922394
102.0,2,11.924816
104.0,5,11.931053
104.0,6,11.941325
101.0,1,11.943181
104.0,4,11.950073
102.0,3,11.956147
105.0,7,11.968372
104.0,5,11.974075
101.0,1,11.975284
102.0,2,11.978001
101.0,1,11.979373
102.0,2,11.981898
101.0,1,11.983383
103.0,3,11.987491
101.0,1,11.989568
104.0,5,11.998436
101.0,1,11.999645
102.0,4,12.004407
104.0,7,12.013198
101.0,1,12.015016
102.0,3,12.020484
101.0,1,12.022367
102.0,2,12.026263
102.0,2,12.02959
101.0,1,12.031282
103.0,4,12.03595
101.0,1,12.037112
102.0,3,12.040968
104.0,4,12.046018
101.0,1,12.047312
101.0,2,12.049821
101.0,1,12.051058
102.0,2,12.053288
104.0,4,12.058436
104.0,6,12.065468
101.0,1,12.066627
103.0,3,12.070309
104.0,4,12.075143
104.0,9,12.086078
101.0,1,12.087288
104.0,6,12.095385
102.0,2,12.098122
101.0,1,12.099365
102.0,2,12.101667
102.0,2,12.104184
102.0,2,12.106567
103.0,8,12.116393
101.0,2,12.118935
104.0,5,12.125077
102.0,2,12.128917
101.0,1,12.130972
101.0,1,12.132888
101.0,2,12.136335
101.0,1,12.138179
104.0,4,12.144721
103.0,3,12.148459
101.0,1,12.149677
104.0,4,12.154351
103.0,3,12.158663
104.0,7,12.167068
102.0,4,12.171904
102.0,3,12.176025
104.0,4,12.180795
101.0,2,12.183487
101.0,1,12.18474
103.0,4,12.190121
102.0,2,12.192583
104.0,6,12.19932
101.0,1,12.200506
101.0,2,12.203061
104.0,4,12.208836
103.0,4,12.213433
101.0,1,12.214682
103.0,4,12.219537
101.0,1,12.220831
102.0,2,12.224183
103.0,3,12.227784
101.0,2,12.230028
101.0,1,12.231293
101.0,1,12.232517
102.0,2,12.23498
101.0,2,12.237898
105.0,7,12.246269
101.0,1,12.247553
101.0,1,12.248876
102.0,2,12.251403
102.0,2,12.254736
101.0,2,12.258393
101.0,2,12.261988
104.0,5,12.2712
103.0,4,12.27739
101.0,1,12.279389
101.0,1,12.281254
101.0,1,12.28312
103.0,3,12.288867
106.0,7,12.297168
104.0,5,12.303457
102.0,2,12.305842
102.0,2,12.308262
102.0,5,12.314508
102.0,4,12.320934
102.0,2,12.324438
104.0,5,12.333845
104.0,4,12.338776
103.0,3,12.342587
101.0,1,12.343936
102.0,2,12.346828
101.0,1,12.34875
104.0,8,12.359754
101.0,1,12.360912
102.0,2,12.363643
101.0,1,12.36489
102.0,2,12.367341
101.0,1,12.368551
101.0,2,12.37129
106.0,8,12.38281
101.0,4,12.390006
101.0,2,12.393652
104.0,4,12.399343
101.0,2,12.401845
103.0,4,12.407078
101.0,1,12.408689
101.0,1,12.411212
101.0,1,12.413247
104.0,4,12.420356
101.0,2,12.42388
104.0,4,12.432208
107.0,8,12.44475
104.0,4,12.449594
101.0,1,12.450872
101.0,2,12.453575
101.0,1,12.455461
101.0,1,12.457051
102.0,3,12.460942
104.0,6,12.468514
103.0,3,12.472191
103.0,3,12.47795
101.0,1,12.479759
101.0,1,12.481481
102.0,2,12.485178
103.0,3,12.490456
102.0,2,12.492903
104.0,5,12.498615
104.0,4,12.503573
101.0,1,12.504961
106.0,8,12.514686
101.0,1,12.515899
104.0,4,12.521131
102.0,3,12.524663
101.0,1,12.525817
102.0,2,12.528175
104.0,5,12.534163
104.0,5,12.540715
102.0,4,12.54538
105.0,6,12.55242
101.0,1,12.554068
101.0,2,12.556628
102.0,3,12.560223
102.0,2,12.562732
101.0,1,12.563997
101.0,1,12.565343
101.0,1,12.567322
102.0,3,12.574704
101.0,1,12.576712
101.0,3,12.58193
103.0,3,12.586426
102.0,3,12.589775
102.0,2,12.591962
102.0,2,12.594743
102.0,2,12.597263
101.0,1,12.598741
101.0,1,12.600159
103.0,4,12.605125
101.0,1,12.606339
103.0,5,12.6123
103.0,3,12.617019
101.0,1,12.618834
101.0,1,12.620628
103.0,4,12.626828
101.0,1,12.628053
101.0,1,12.629396
103.0,4,12.634421
101.0,2,12.636731
102.0,2,12.639132
103.0,4,12.643715
104.0,5,12.651502
101.0,1,12.653215
101.0,1,12.654989
103.0,3,12.660423
101.0,1,12.662163
101.0,1,12.666016
102.0,2,12.672188
101.0,1,12.674015
103.0,3,12.677434
101.0,1,12.678881
101.0,1,12.680172
101.0,2,12.682662
103.0,4,12.687412
104.0,4,12.692121
101.0,3,12.697654
101.0,1,12.69954
104.0,6,12.711149
103.0,3,12.716241
101.0,1,12.718147
101.0,1,12.720269
104.0,5,12.728376
101.0,1,12.729589
102.0,3,12.733149
101.0,1,12.734623
101.0,2,12.737132
101.0,1,12.738339
101.0,1,12.739673
103.0,3,12.744031
104.0,5,12.750034
101.0,1,12.751247
102.0,2,12.753759
103.0,3,12.757488
101.0,1,12.758679
101.0,1,12.759997
101.0,1,12.761244
101.0,1,12.762463
102.0,2,12.764969
101.0,1,12.766231
101.0,1,12.767513
101.0,3,12.771325
102.0,2,12.77414
103.0,5,12.779989
101.0,2,12.782283
101.0,1,12.783587
102.0,2,12.785953
102.0,2,12.788275
104.0,4,12.793996
101.0,1,12.795214
101.0,2,12.797714
102.0,4,12.802819
101.0,1,12.804379
101.0,3,12.807984
106.0,7,12.816658
101.0,2,12.819176
102.0,2,12.82165
102.0,3,12.825266
101.0,1,12.826421
101.0,1,12.827726
103.0,3,12.831259
103.0,4,12.837087
101.0,1,12.83851
102.0,2,12.840986
103.0,3,12.844628
101.0,3,12.848888
102.0,2,12.852142
102.0,2,12.854525
102.0,2,12.856947
101.0,1,12.858256
103.0,4,12.863373
101.0,1,12.86459
101.0,3,12.868511
106.0,7,12.876722
101.0,2,12.879322
101.0,2,12.882039
101.0,2,12.885669
101.0,1,12.887741
101.0,1,12.889874
102.0,2,12.893238
102.0,2,12.895647
101.0,1,12.896989
102.0,2,12.899666
102.0,3,12.903131
103.0,4,12.907927
102.0,2,12.910403
104.0,8,12.920819
104.0,4,12.925645
101.0,1,12.926983
104.0,5,12.933295
102.0,3,12.936965
101.0,1,12.938253
101.0,1,12.939429
101.0,1,12.94075
103.0,3,12.9446
101.0,1,12.946729
101.0,1,12.948588
101.0,2,12.951821
101.0,1,12.953677
104.0,5,12.962677
101.0,1,12.964514
101.0,1,12.966395
106.0,6,12.977623
104.0,7,12.986216
102.0,2,12.988625
102.0,2,12.991044
104.0,5,12.999577
104.0,6,13.009637
101.0,1,13.010933
106.0,7,13.019633
106.0,8,13.032936
101.0,1,13.034723
101.0,1,13.036598
105.0,6,13.046143
101.0,3,13.049561
104.0,4,13.054535
102.0,2,13.057159
101.0,1,13.058458
101.0,1,13.059723
104.0,5,13.06566
104.0,7,13.074195
104.0,5,13.08032
101.0,2,13.082906
102.0,2,13.085403
102.0,3,13.09022
101.0,1,13.09202
106.0,6,13.102661
101.0,1,13.104402
101.0,1,13.10561
104.0,4,13.110294
104.0,5,13.116115
102.0,2,13.118478
101.0,1,13.120561
103.0,4,13.127668
101.0,1,13.129528
101.0,1,13.131362
104.0,4,13.138558
102.0,2,13.141049
103.0,4,13.145977
102.0,5,13.153953
101.0,1,13.155688
102.0,2,13.160719
101.0,1,13.16372
103.0,3,13.169415
105.0,7,13.181206
101.0,2,13.184824
103.0,4,13.192284
101.0,1,13.194055
104.0,4,13.201716
103.0,4,13.208692
103.0,4,13.215459
102.0,4,13.220425
101.0,1,13.221711
101.0,1,13.223087
102.0,3,13.226847
105.0,6,13.234623
101.0,1,13.235841
101.0,1,13.237062
101.0,2,13.239573
101.0,1,13.240829
104.0,6,13.248136
104.0,5,13.254447
101.0,1,13.255697
101.0,1,13.256936
101.0,1,13.258197
102.0,2,13.260704
101.0,1,13.261955
101.0,1,13.263417
103.0,5,13.269397
102.0,2,13.271645
101.0,2,13.274204
105.0,5,13.280494
101.0,1,13.281941
105.0,7,13.294345
102.0,2,13.298001
101.0,1,13.299723
101.0,1,13.301546
103.0,3,13.306705
101.0,1,13.308448
102.0,4,13.315473
101.0,1,13.317484
104.0,4,13.324671
101.0,1,13.326557
101.0,1,13.327949
102.0,2,13.330195
102.0,3,13.333617
104.0,4,13.338542
102.0,2,13.341103
101.0,1,13.342397
101.0,2,13.344797
104.0,10,13.356577
101.0,1,13.358368
101.0,1,13.359644
101.0,2,13.362135
104.0,4,13.366891
102.0,2,13.369497
105.0,6,13.376898
101.0,1,13.378267
102.0,2,13.380627
101.0,1,13.381891
101.0,1,13.383082
103.0,3,13.386873
103.0,4,13.392162
101.0,1,13.39333
104.0,5,13.399484
101.0,2,13.401956
102.0,2,13.404434
102.0,2,13.406886
103.0,3,13.412099
102.0,5,13.421733
101.0,2,13.424739
101.0,1,13.42599
102.0,4,13.430854
101.0,1,13.43217
105.0,7,13.441585
101.0,1,13.4428
101.0,1,13.44407
102.0,2,13.446434
104.0,5,13.452595
101.0,1,13.454163
102.0,2,13.456822
103.0,3,13.460311
102.0,2,13.462787
103.0,4,13.467918
102.0,3,13.472762
102.0,5,13.481819
102.0,2,13.485605
102.0,2,13.488598
101.0,1,13.489846
104.0,5,13.495422
102.0,2,13.498058
103.0,4,13.502973
102.0,5,13.508905
101.0,1,13.510135
101.0,4,13.51752
101.0,1,13.51965
101.0,1,13.521003
104.0,4,13.526099
101.0,1,13.527431
102.0,3,13.531065
101.0,1,13.532393
101.0,1,13.533766
101.0,1,13.535016
102.0,2,13.5375
101.0,2,13.53974
101.0,1,13.540921
101.0,1,13.542231
102.0,2,13.544747
101.0,1,13.545998
103.0,3,13.550206
101.0,1,13.551382
101.0,1,13.552697
101.0,1,13.553909
104.0,4,13.558644
104.0,6,13.566955
101.0,1,13.568929
101.0,1,13.570816
105.0,5,13.579626
102.0,3,13.585844
102.0,3,13.591297
101.0,1,13.593216
104.0,6,13.601393
104.0,5,13.607579
104.0,5,13.613874
105.0,7,13.622427
101.0,1,13.623743
101.0,2,13.625998
101.0,1,13.627465
102.0,2,13.630095
104.0,6,13.637465
101.0,1,13.63887
102.0,2,13.641718
101.0,3,13.645989
104.0,4,13.650897
101.0,1,13.652079
101.0,1,13.653515
105.0,6,13.663726
101.0,1,13.665004
101.0,1,13.666332
101.0,1,13.667555
102.0,2,13.670176
101.0,1,13.67151
101.0,1,13.67273
106.0,8,13.683744
104.0,8,13.69403
101.0,1,13.695332
101.0,1,13.696623
104.0,4,13.701494
101.0,1,13.702789
101.0,1,13.704125
102.0,2,13.707107
103.0,6,13.714123
101.0,1,13.715615
106.0,8,13.727844
101.0,1,13.729716
101.0,1,13.731704
102.0,3,13.73683
102.0,2,13.739342
101.0,4,13.744385
101.0,1,13.745635
105.0,5,13.753523
102.0,2,13.756346
101.0,1,13.757511
102.0,2,13.759892
101.0,1,13.761186
106.0,8,13.771503
103.0,3,13.774963
101.0,1,13.776116
102.0,2,13.778513
101.0,2,13.780932
103.0,3,13.784839
102.0,2,13.787415
101.0,1,13.78868
102.0,2,13.791246
101.0,1,13.792497
101.0,1,13.793731
101.0,1,13.794983
104.0,5,13.802367
102.0,4,13.807064
101.0,1,13.80822
102.0,2,13.810943
101.0,1,13.812203
101.0,1,13.814013
101.0,1,13.815915
103.0,4,13.821475
101.0,2,13.824034
104.0,4,13.829263
102.0,2,13.83173
104.0,5,13.837828
102.0,2,13.840261
103.0,4,13.845815
105.0,5,13.851788
101.0,2,13.854267
103.0,5,13.861145
106.0,6,13.868191
107.0,8,13.878996
101.0,1,13.880935
101.0,1,13.882823
103.0,3,13.888472
102.0,2,13.892031
101.0,2,13.894572
105.0,6,13.903245
106.0,7,13.913086
101.0,1,13.914295
102.0,4,13.919049
101.0,1,13.920302
101.0,1,13.92161
103.0,4,13.926929
101.0,2,13.929405
101.0,1,13.930614
102.0,2,13.933089
102.0,2,13.935704
101.0,1,13.936907
104.0,5,13.945749
101.0,1,13.947601
101.0,1,13.949558
101.0,2,13.953224
101.0,1,13.954981
103.0,3,13.958775
101.0,2,13.961184
103.0,6,13.968751
105.0,5,13.974972
102.0,2,13.977579
101.0,1,13.978768
102.0,2,13.981065
102.0,2,13.983488
101.0,1,13.984783
