#{"t_start": 1760181361.6227748, "env_id": "None"}
r,l,t
101.0,1,3.086175
103.0,3,3.089585
101.0,2,3.091891
101.0,2,3.09425
101.0,2,3.096719
102.0,2,3.099452
103.0,3,3.102991
103.0,4,3.107568
101.0,2,3.110019
101.0,1,3.111307
103.0,4,3.117653
101.0,1,3.11941
102.0,3,3.125449
101.0,1,3.12726
102.0,2,3.13273
101.0,2,3.137345
101.0,2,3.141173
105.0,7,3.150271
104.0,5,3.156005
102.0,2,3.1584
105.0,8,3.169066
101.0,1,3.170235
101.0,1,3.171382
105.0,7,3.180068
104.0,5,3.186081
101.0,1,3.187373
103.0,6,3.194803
104.0,9,3.205257
102.0,2,3.208126
101.0,2,3.210399
102.0,2,3.212636
102.0,2,3.215065
103.0,4,3.219697
101.0,1,3.220945
104.0,6,3.227921
103.0,3,3.231839
102.0,2,3.23437
104.0,6,3.241706
101.0,1,3.242852
101.0,1,3.244
102.0,2,3.246368
105.0,7,3.255552
102.0,2,3.257963
105.0,6,3.265262
104.0,5,3.271592
101.0,1,3.272843
104.0,4,3.277422
101.0,2,3.27982
102.0,2,3.282232
106.0,6,3.291691
101.0,2,3.29494
104.0,4,3.301558
101.0,1,3.302883
103.0,8,3.311931
102.0,2,3.315052
101.0,1,3.316275
102.0,2,3.319038
103.0,4,3.323784
104.0,4,3.328503
102.0,2,3.330838
104.0,5,3.340063
103.0,3,3.34526
102.0,2,3.348902
102.0,2,3.352753
104.0,5,3.361697
101.0,1,3.363565
101.0,2,3.366761
103.0,4,3.371349
101.0,1,3.372497
104.0,5,3.37854
102.0,2,3.381979
102.0,2,3.384255
102.0,2,3.386655
105.0,8,3.397761
101.0,1,3.399727
104.0,5,3.408359
103.0,5,3.417263
102.0,2,3.420984
105.0,6,3.429754
103.0,3,3.433419
104.0,5,3.439587
101.0,1,3.440861
101.0,1,3.442663
106.0,7,3.450864
101.0,1,3.452024
102.0,2,3.454531
101.0,1,3.455804
101.0,1,3.457377
104.0,8,3.466482
102.0,3,3.470297
101.0,1,3.471484
105.0,10,3.483083
104.0,4,3.487897
101.0,1,3.48943
101.0,2,3.4918
103.0,3,3.49512
105.0,5,3.500948
104.0,5,3.508275
101.0,2,3.511768
102.0,3,3.517216
106.0,7,3.527928
101.0,2,3.530412
102.0,6,3.538226
101.0,2,3.54062
103.0,3,3.543939
104.0,5,3.549839
101.0,1,3.551082
103.0,5,3.559631
106.0,9,3.572704
105.0,6,3.583188
104.0,5,3.591666
102.0,4,3.598541
104.0,9,3.615483
101.0,1,3.616773
106.0,7,3.624663
102.0,2,3.627219
101.0,1,3.628474
102.0,4,3.633906
101.0,1,3.63513
102.0,4,3.639737
101.0,2,3.642158
102.0,2,3.644855
102.0,3,3.651691
104.0,5,3.660171
102.0,2,3.665443
101.0,1,3.668329
104.0,5,3.678498
101.0,2,3.68207
104.0,6,3.690269
103.0,3,3.695019
101.0,2,3.69748
101.0,2,3.699887
104.0,5,3.705637
101.0,1,3.7069
102.0,2,3.709746
105.0,6,3.718214
103.0,3,3.721649
103.0,9,3.732567
101.0,1,3.73381
103.0,4,3.738493
101.0,1,3.739853
102.0,2,3.742779
101.0,1,3.744013
102.0,3,3.747613
101.0,1,3.748784
103.0,3,3.752456
104.0,5,3.758829
101.0,1,3.760089
101.0,1,3.761409
101.0,1,3.762641
104.0,4,3.767077
102.0,3,3.77079
101.0,3,3.774781
103.0,4,3.779423
102.0,3,3.783092
102.0,2,3.785605
101.0,1,3.786888
104.0,5,3.792819
102.0,2,3.795337
102.0,4,3.800026
103.0,4,3.804931
104.0,5,3.811048
101.0,1,3.812199
106.0,6,3.819198
101.0,1,3.820446
104.0,5,3.827888
101.0,1,3.829197
102.0,3,3.832633
101.0,1,3.833841
101.0,2,3.836212
101.0,1,3.837721
104.0,5,3.84394
103.0,3,3.847347
102.0,2,3.849694
101.0,1,3.850978
102.0,2,3.853762
101.0,1,3.855734
102.0,2,3.859307
102.0,5,3.86754
102.0,2,3.870612
103.0,4,3.875217
102.0,4,3.880122
101.0,1,3.881386
3.0,10,3.89703
101.0,1,3.899199
101.0,1,3.901099
106.0,9,3.912266
104.0,6,3.919656
105.0,8,3.928573
106.0,6,3.935984
106.0,9,3.946465
101.0,1,3.947669
101.0,1,3.949309
101.0,2,3.951752
102.0,3,3.955155
105.0,7,3.963336
106.0,9,3.974548
102.0,3,3.977864
102.0,2,3.980488
105.0,7,3.988491
101.0,2,3.990861
102.0,3,3.99448
102.0,2,3.998394
101.0,2,4.000906
101.0,1,4.002185
101.0,2,4.004494
104.0,5,4.011631
101.0,1,4.013131
101.0,1,4.014375
103.0,4,4.019219
103.0,3,4.022527
104.0,5,4.029011
102.0,2,4.03153
101.0,1,4.032907
103.0,7,4.042858
102.0,4,4.047637
104.0,5,4.053207
101.0,1,4.054391
101.0,1,4.055572
104.0,6,4.062978
103.0,6,4.070085
101.0,3,4.074061
102.0,2,4.076491
101.0,1,4.077697
101.0,1,4.078946
103.0,3,4.082525
102.0,3,4.086116
103.0,7,4.09568
103.0,5,4.101864
101.0,1,4.103268
104.0,6,4.110201
103.0,3,4.113758
101.0,1,4.114944
103.0,3,4.11835
101.0,1,4.119846
102.0,3,4.12348
105.0,6,4.13051
103.0,7,4.138667
103.0,8,4.148239
105.0,6,4.161011
102.0,2,4.164187
101.0,1,4.16631
5.0,10,4.183638
101.0,2,4.187816
102.0,3,4.193251
104.0,5,4.201509
103.0,6,4.208417
101.0,1,4.209681
102.0,5,4.215926
102.0,2,4.219627
101.0,1,4.221363
105.0,7,4.232457
104.0,8,4.241239
103.0,3,4.24492
103.0,5,4.25116
105.0,7,4.259502
101.0,1,4.260702
102.0,2,4.263351
101.0,3,4.266825
104.0,5,4.272434
104.0,6,4.279893
102.0,2,4.282232
103.0,4,4.286999
101.0,2,4.289693
101.0,2,4.292256
103.0,7,4.301177
104.0,6,4.308145
103.0,3,4.31203
102.0,2,4.314465
102.0,2,4.317112
101.0,2,4.319509
101.0,1,4.320889
102.0,2,4.323472
101.0,1,4.324801
102.0,4,4.330057
101.0,1,4.331203
102.0,2,4.33355
104.0,5,4.339441
101.0,1,4.340932
104.0,8,4.349972
101.0,1,4.351282
105.0,6,4.360578
102.0,3,4.365466
102.0,4,4.37244
101.0,3,4.376596
102.0,2,4.378829
102.0,3,4.382581
104.0,5,4.388592
102.0,4,4.393098
102.0,3,4.396416
101.0,1,4.397623
104.0,4,4.402305
101.0,1,4.4039
101.0,1,4.405253
102.0,4,4.409749
102.0,2,4.4121
105.0,8,4.423285
101.0,1,4.425027
106.0,6,4.435509
103.0,3,4.439115
103.0,3,4.442573
103.0,5,4.448596
102.0,2,4.450968
105.0,9,4.466902
101.0,1,4.468485
102.0,2,4.470933
105.0,6,4.481178
105.0,7,4.49071
103.0,3,4.49476
105.0,8,4.508753
104.0,6,4.517643
102.0,2,4.520232
103.0,3,4.523949
104.0,6,4.532578
103.0,5,4.540988
104.0,7,4.55074
104.0,5,4.556718
102.0,2,4.55906
101.0,1,4.560347
102.0,2,4.564131
102.0,3,4.569328
101.0,1,4.57119
106.0,8,4.582717
101.0,1,4.583869
103.0,3,4.58732
101.0,1,4.588587
102.0,2,4.591018
101.0,1,4.592204
106.0,6,4.602533
101.0,1,4.60447
101.0,3,4.610373
103.0,4,4.615344
103.0,3,4.618745
103.0,4,4.623637
104.0,6,4.630671
105.0,6,4.637733
106.0,8,4.647938
104.0,6,4.655016
104.0,4,4.661344
103.0,4,4.666465
102.0,2,4.669825
104.0,4,4.674875
105.0,6,4.68264
102.0,2,4.686146
104.0,5,4.692868
103.0,4,4.697751
101.0,1,4.699104
101.0,1,4.700294
101.0,1,4.701463
107.0,9,4.712842
101.0,1,4.71415
104.0,7,4.724538
101.0,1,4.726357
103.0,4,4.733695
101.0,1,4.735658
104.0,5,4.741378
102.0,3,4.744712
102.0,3,4.748321
102.0,2,4.750985
101.0,1,4.752697
105.0,6,4.75983
101.0,1,4.761095
102.0,2,4.763521
103.0,6,4.770984
102.0,3,4.774503
107.0,8,4.784144
101.0,1,4.785387
101.0,1,4.786691
106.0,9,4.797331
104.0,4,4.80389
103.0,3,4.80865
103.0,3,4.814329
102.0,2,4.817086
102.0,5,4.822976
105.0,7,4.832123
104.0,5,4.837867
104.0,5,4.843594
101.0,1,4.844776
101.0,1,4.846072
104.0,8,4.856283
101.0,2,4.858498
101.0,1,4.859745
104.0,4,4.865009
101.0,1,4.866245
101.0,2,4.868588
104.0,4,4.873472
105.0,5,4.88043
101.0,2,4.882878
101.0,1,4.884056
101.0,1,4.885296
102.0,2,4.887669
102.0,3,4.891184
104.0,6,4.900443
103.0,3,4.905645
105.0,6,4.914792
102.0,2,4.917583
101.0,1,4.918898
101.0,1,4.920145
104.0,6,4.927219
104.0,4,4.931809
104.0,6,4.939137
104.0,6,4.946618
103.0,3,4.950038
104.0,5,4.955935
102.0,2,4.958916
102.0,2,4.96129
103.0,3,4.964614
105.0,6,4.971543
106.0,7,4.980157
101.0,3,4.983555
106.0,10,4.995232
102.0,2,4.997405
102.0,2,4.999948
104.0,7,5.008498
104.0,6,5.015273
105.0,5,5.02218
101.0,1,5.023544
104.0,4,5.028585
102.0,5,5.038362
101.0,2,5.041914
101.0,1,5.043708
102.0,2,5.047176
104.0,6,5.056053
101.0,2,5.058555
102.0,2,5.060866
101.0,1,5.062034
105.0,5,5.068551
101.0,1,5.070051
102.0,2,5.072613
103.0,3,5.076497
101.0,1,5.077729
101.0,2,5.079917
101.0,1,5.081074
103.0,4,5.086238
102.0,2,5.088594
102.0,2,5.091016
101.0,1,5.092221
102.0,2,5.094691
3.0,10,5.10678
101.0,1,5.108167
105.0,7,5.11654
104.0,6,5.123589
101.0,1,5.124826
105.0,7,5.133791
101.0,2,5.136084
106.0,6,5.143204
101.0,1,5.144475
101.0,1,5.145689
104.0,6,5.153314
101.0,1,5.154479
102.0,3,5.158079
105.0,8,5.16793
102.0,4,5.172894
101.0,1,5.174184
102.0,6,5.183169
101.0,1,5.184963
106.0,10,5.202098
101.0,1,5.203887
104.0,4,5.211271
104.0,6,5.218198
101.0,1,5.219355
101.0,1,5.220502
102.0,2,5.222889
104.0,5,5.22951
101.0,1,5.230746
101.0,2,5.23317
101.0,1,5.234313
103.0,3,5.237962
102.0,3,5.241692
101.0,3,5.245845
102.0,2,5.248615
101.0,1,5.249842
105.0,5,5.25567
101.0,2,5.25878
103.0,3,5.263926
103.0,5,5.272472
102.0,4,5.277743
104.0,6,5.284898
101.0,1,5.286353
102.0,2,5.28879
104.0,5,5.295223
101.0,1,5.296433
101.0,1,5.297589
101.0,1,5.298728
103.0,4,5.303797
104.0,4,5.308779
102.0,2,5.311048
102.0,2,5.313423
104.0,4,5.318102
101.0,1,5.319285
103.0,3,5.323145
105.0,6,5.330271
101.0,1,5.331498
101.0,1,5.332819
101.0,1,5.33402
104.0,5,5.343811
103.0,3,5.348626
101.0,1,5.349787
106.0,9,5.359942
102.0,4,5.364804
102.0,3,5.368257
102.0,2,5.371838
103.0,3,5.375677
102.0,2,5.378014
102.0,2,5.380474
101.0,1,5.381707
105.0,8,11.441006
102.0,3,11.444526
102.0,2,11.448293
102.0,3,11.453277
104.0,4,11.45909
102.0,2,11.461779
105.0,7,11.470805
104.0,6,11.477627
103.0,4,11.482634
101.0,1,11.483885
101.0,1,11.486407
106.0,7,11.497092
102.0,3,11.501223
102.0,2,11.503473
102.0,2,11.505716
102.0,2,11.508167
101.0,1,11.509445
102.0,3,11.513401
103.0,3,11.51721
101.0,1,11.518558
102.0,4,11.523107
101.0,1,11.524257
101.0,1,11.525494
102.0,2,11.528091
102.0,2,11.53072
101.0,1,11.531976
101.0,1,11.533734
101.0,1,11.535016
101.0,1,11.536276
101.0,1,11.537461
101.0,1,11.538698
101.0,1,11.540052
101.0,2,11.54252
101.0,1,11.543768
102.0,2,11.546201
102.0,3,11.550195
102.0,2,11.552616
104.0,4,11.557028
101.0,1,11.558241
101.0,1,11.559575
101.0,1,11.560816
102.0,2,11.563398
101.0,1,11.564941
101.0,1,11.566306
101.0,1,11.567545
101.0,1,11.568756
101.0,2,11.571227
103.0,4,11.575988
102.0,2,11.578374
101.0,1,11.579636
102.0,2,11.58263
102.0,2,11.585037
102.0,2,11.587407
104.0,4,11.592129
101.0,1,11.593411
101.0,2,11.595901
101.0,1,11.59744
104.0,4,11.602308
102.0,3,11.606094
106.0,9,11.619187
102.0,3,11.624731
101.0,1,11.626805
101.0,1,11.628931
101.0,1,11.630987
104.0,4,11.638055
101.0,1,11.639986
105.0,5,11.649386
105.0,7,11.657714
102.0,2,11.661421
104.0,7,11.669965
102.0,3,11.673583
101.0,1,11.675584
101.0,2,11.679193
101.0,1,11.680554
101.0,2,11.683082
101.0,2,11.685534
102.0,3,11.688994
103.0,3,11.693307
104.0,6,11.70022
103.0,3,11.703657
101.0,1,11.704868
103.0,4,11.712277
102.0,2,11.71504
101.0,2,11.717638
103.0,3,11.721456
102.0,2,11.725502
103.0,3,11.730967
104.0,8,11.743344
101.0,1,11.744588
101.0,1,11.745764
106.0,6,11.752938
103.0,4,11.760316
104.0,6,11.771449
105.0,7,11.779959
101.0,2,11.782502
101.0,1,11.783775
101.0,1,11.785025
104.0,4,11.790141
101.0,1,11.791399
103.0,3,11.794954
103.0,3,11.798626
102.0,3,11.802714
101.0,1,11.803993
103.0,3,11.807412
101.0,2,11.809923
101.0,2,11.812435
105.0,5,11.819427
103.0,3,11.822796
101.0,1,11.823969
104.0,5,11.829666
104.0,8,11.839968
101.0,1,11.841268
101.0,1,11.842533
101.0,1,11.843726
103.0,6,11.851145
101.0,1,11.852391
101.0,1,11.853661
101.0,1,11.854876
103.0,4,11.859668
105.0,6,11.868439
101.0,2,11.872386
104.0,5,11.87871
101.0,1,11.879981
101.0,1,11.881323
101.0,2,11.88367
102.0,2,11.886161
101.0,1,11.887378
104.0,4,11.892098
101.0,1,11.893368
101.0,1,11.894644
101.0,1,11.89609
102.0,3,11.900489
103.0,4,11.905749
102.0,2,11.90825
101.0,1,11.90947
101.0,1,11.910808
107.0,7,11.919979
101.0,1,11.921213
101.0,1,11.922521
101.0,1,11.92382
105.0,5,11.932247
101.0,1,11.934101
101.0,2,11.937812
102.0,3,11.942811
103.0,4,11.950747
102.0,2,11.95427
101.0,1,11.956116
101.0,1,11.957932
105.0,6,11.965543
101.0,1,11.966786
101.0,1,11.968051
102.0,2,11.970714
102.0,3,11.974633
101.0,1,11.976126
101.0,1,11.977322
103.0,3,11.982401
102.0,2,11.986499
104.0,5,11.99361
104.0,4,11.998359
101.0,1,11.999851
101.0,1,12.00113
101.0,1,12.002378
104.0,4,12.007845
102.0,2,12.011392
101.0,1,12.013225
101.0,1,12.015105
101.0,1,12.017065
106.0,6,12.026179
103.0,4,12.031
102.0,3,12.034952
106.0,7,12.043768
102.0,2,12.046056
101.0,2,12.048504
101.0,1,12.049834
101.0,1,12.051147
104.0,8,12.060512
101.0,1,12.061757
101.0,1,12.06302
103.0,5,12.069128
101.0,1,12.070469
102.0,4,12.075418
101.0,1,12.076569
102.0,3,12.080059
101.0,1,12.08144
103.0,5,12.088158
101.0,1,12.089578
101.0,1,12.090856
103.0,3,12.094404
101.0,1,12.095635
101.0,1,12.096907
102.0,2,12.099303
102.0,3,12.10322
101.0,1,12.10444
104.0,5,12.110399
103.0,3,12.114185
104.0,6,12.123711
104.0,5,12.132701
105.0,5,12.139903
102.0,6,12.147092
101.0,2,12.149651
102.0,2,12.152704
101.0,1,12.153945
102.0,2,12.156253
102.0,2,12.158535
102.0,2,12.161005
101.0,1,12.162197
102.0,2,12.164647
101.0,2,12.167468
102.0,3,12.171167
106.0,6,12.178641
102.0,2,12.181393
101.0,1,12.182865
101.0,1,12.184048
104.0,4,12.188643
102.0,2,12.190814
103.0,4,12.195774
102.0,2,12.198647
101.0,1,12.199947
104.0,5,12.206169
101.0,1,12.207416
103.0,3,12.21101
102.0,2,12.213774
101.0,1,12.21568
103.0,3,12.219302
105.0,6,12.226461
101.0,1,12.22772
101.0,1,12.229047
103.0,4,12.234163
104.0,4,12.239004
103.0,3,12.242864
101.0,1,12.244172
101.0,2,12.24753
101.0,1,12.24937
102.0,2,12.252961
102.0,2,12.256413
102.0,2,12.260284
101.0,1,12.262438
102.0,2,12.265058
101.0,1,12.266347
101.0,1,12.268319
103.0,3,12.27399
103.0,3,12.279615
105.0,6,12.287399
106.0,9,12.298579
102.0,2,12.300971
101.0,1,12.302195
103.0,3,12.306
106.0,7,12.317248
101.0,1,12.319174
101.0,1,12.321023
102.0,6,12.330231
104.0,4,12.335332
102.0,2,12.337973
101.0,1,12.339539
103.0,4,12.345448
101.0,3,12.350236
3.0,10,12.362502
104.0,4,12.367801
101.0,1,12.368968
101.0,3,12.373782
102.0,2,12.377336
101.0,1,12.379128
101.0,1,12.380908
102.0,3,12.386482
104.0,7,12.395846
101.0,2,12.398399
101.0,1,12.399823
101.0,1,12.40149
102.0,3,12.407793
101.0,1,12.409557
101.0,2,12.413123
102.0,3,12.419133
101.0,1,12.421084
102.0,2,12.424988
101.0,1,12.42689
103.0,4,12.433882
101.0,1,12.435124
101.0,1,12.436275
102.0,2,12.438702
101.0,1,12.439955
105.0,7,12.449801
101.0,1,12.451169
101.0,1,12.452437
101.0,1,12.453681
101.0,2,12.456112
101.0,1,12.457379
101.0,1,12.458575
102.0,2,12.461249
106.0,6,12.470723
102.0,2,12.474253
101.0,1,12.476108
101.0,1,12.477947
101.0,1,12.479758
102.0,2,12.483166
102.0,2,12.485613
101.0,1,12.48679
101.0,2,12.488975
103.0,3,12.492574
101.0,1,12.493875
104.0,4,12.499011
101.0,1,12.500249
101.0,1,12.501414
101.0,1,12.502707
103.0,3,12.506205
103.0,4,12.511149
104.0,4,12.51613
102.0,3,12.519706
102.0,4,12.524276
104.0,5,12.531138
103.0,4,12.535645
101.0,1,12.536849
102.0,3,12.540248
101.0,1,12.541444
101.0,2,12.543913
101.0,1,12.545203
101.0,2,12.548067
101.0,1,12.549362
103.0,6,12.55674
101.0,1,12.558141
103.0,4,12.567489
103.0,3,12.572908
101.0,2,12.576488
101.0,1,12.577853
102.0,3,12.581301
104.0,4,12.586154
101.0,1,12.587488
101.0,2,12.590044
103.0,3,12.594162
101.0,1,12.595428
101.0,1,12.596659
102.0,2,12.599072
101.0,1,12.600259
101.0,1,12.60141
101.0,1,12.602614
102.0,2,12.605071
104.0,6,12.615102
101.0,1,12.616817
101.0,1,12.618216
102.0,2,12.620872
105.0,7,12.629498
102.0,2,12.631897
102.0,4,12.636452
101.0,3,12.640861
106.0,6,12.651285
102.0,4,12.662153
102.0,2,12.666763
104.0,4,12.671656
101.0,1,12.672939
104.0,4,12.67757
106.0,8,12.688539
103.0,3,12.694143
101.0,1,12.696028
106.0,8,12.710924
102.0,3,12.716689
104.0,4,12.722327
103.0,3,12.725884
101.0,1,12.72736
106.0,8,12.738039
106.0,6,12.745238
102.0,2,12.747715
102.0,3,12.751447
101.0,1,12.75273
101.0,2,12.755197
101.0,1,12.756441
101.0,1,12.757677
101.0,1,12.758963
101.0,1,12.760282
101.0,2,12.762753
101.0,1,12.764034
101.0,1,12.765422
101.0,1,12.76685
101.0,1,12.768043
101.0,1,12.769242
102.0,3,12.772698
102.0,2,12.774992
101.0,3,12.778699
102.0,3,12.783202
104.0,7,12.791636
101.0,1,12.792981
101.0,1,12.79429
5.0,10,12.806397
101.0,1,12.808056
106.0,6,12.815591
101.0,1,12.816792
102.0,2,12.819186
101.0,2,12.821615
104.0,4,12.826168
101.0,1,12.827693
101.0,1,12.82983
106.0,9,12.841722
104.0,4,12.847234
102.0,2,12.84969
102.0,3,12.853566
103.0,4,12.858698
101.0,1,12.860002
103.0,3,12.863508
101.0,1,12.864745
103.0,3,12.868152
101.0,3,12.872065
101.0,1,12.873289
102.0,2,12.876638
101.0,1,12.878483
103.0,3,12.884666
102.0,2,12.887082
103.0,6,12.894659
103.0,4,12.899255
102.0,5,12.905443
101.0,1,12.907371
105.0,6,12.914683
101.0,1,12.915854
102.0,5,12.922446
103.0,3,12.926038
103.0,6,12.933496
101.0,1,12.934794
102.0,2,12.937338
105.0,5,12.946417
102.0,4,12.953471
104.0,6,12.964583
101.0,1,12.966504
104.0,6,12.97534
101.0,1,12.976582
102.0,2,12.978926
101.0,2,12.981368
101.0,1,12.982539
102.0,4,12.988655
101.0,1,12.990535
101.0,1,12.992342
101.0,2,12.995549
101.0,1,12.997237
102.0,2,13.000855
105.0,6,13.008538
104.0,5,13.015256
101.0,1,13.017264
101.0,1,13.019195
102.0,3,13.023958
103.0,3,13.029382
104.0,4,13.036448
104.0,5,13.042302
101.0,1,13.043544
102.0,2,13.045968
103.0,3,13.049931
106.0,8,13.059589
102.0,2,13.061843
101.0,1,13.063039
101.0,1,13.064621
104.0,4,13.069234
102.0,2,13.071849
101.0,1,13.073056
101.0,1,13.074338
101.0,2,13.076901
104.0,4,13.082993
101.0,1,13.084785
105.0,5,13.093601
104.0,6,13.101768
102.0,2,13.104173
101.0,2,13.10641
102.0,2,13.108857
102.0,2,13.111213
101.0,1,13.113304
102.0,2,13.116794
101.0,1,13.118614
103.0,4,13.126009
101.0,1,13.12816
101.0,1,13.129962
103.0,3,13.133757
102.0,2,13.136071
101.0,1,13.137359
105.0,7,13.148462
101.0,2,13.15367
101.0,1,13.156549
101.0,1,13.158276
101.0,2,13.162195
104.0,4,13.169142
101.0,1,13.170902
102.0,2,13.173982
104.0,4,13.181182
101.0,1,13.18311
102.0,3,13.188576
102.0,2,13.192544
104.0,4,13.199593
101.0,1,13.201428
103.0,6,13.210655
101.0,1,13.211884
102.0,2,13.214447
104.0,5,13.220869
102.0,3,13.225093
101.0,2,13.227364
102.0,3,13.23103
102.0,3,13.234783
101.0,1,13.236041
101.0,1,13.237223
104.0,5,13.243297
101.0,1,13.24455
105.0,5,13.25094
105.0,5,13.257296
104.0,6,13.264355
101.0,1,13.265605
101.0,1,13.266974
101.0,3,13.270472
101.0,1,13.271885
101.0,1,13.273273
101.0,1,13.274684
103.0,6,13.284993
102.0,2,13.28896
102.0,4,13.296055
102.0,3,13.301268
103.0,4,13.308301
101.0,1,13.310304
101.0,2,13.313789
101.0,1,13.315614
102.0,2,13.319333
104.0,5,13.325114
102.0,3,13.328797
101.0,1,13.330042
101.0,1,13.331321
102.0,2,13.333812
102.0,3,13.337538
102.0,2,13.339912
101.0,2,13.342192
102.0,2,13.344518
104.0,6,13.352414
103.0,4,13.357167
101.0,1,13.358411
101.0,1,13.359656
101.0,1,13.360879
102.0,4,13.365853
102.0,3,13.36967
101.0,1,13.370978
103.0,4,13.375853
101.0,2,13.378304
104.0,6,13.38607
101.0,1,13.387386
104.0,5,13.393427
101.0,1,13.394722
106.0,8,13.406978
101.0,1,13.408995
101.0,1,13.410761
102.0,2,13.414576
101.0,1,13.416146
101.0,1,13.417479
101.0,1,13.418756
103.0,3,13.422376
101.0,1,13.423596
101.0,1,13.424886
102.0,2,13.427248
102.0,2,13.429642
101.0,1,13.431745
103.0,3,13.435535
102.0,3,13.4392
101.0,1,13.440434
101.0,1,13.441637
101.0,2,13.444093
102.0,2,13.44693
101.0,2,13.449563
101.0,3,13.453051
101.0,1,13.454285
101.0,1,13.455526
102.0,2,13.458017
103.0,3,13.461818
103.0,3,13.467268
101.0,1,13.469066
102.0,2,13.472659
102.0,4,13.480022
101.0,1,13.481333
101.0,1,13.48258
102.0,2,13.484764
103.0,3,13.488163
101.0,1,13.489529
103.0,3,13.492984
103.0,3,13.496884
104.0,5,13.502904
101.0,1,13.504552
101.0,2,13.50814
101.0,1,13.510313
102.0,2,13.513747
102.0,2,13.516498
102.0,2,13.518841
101.0,3,13.522535
101.0,1,13.523799
101.0,1,13.525129
102.0,3,13.528978
103.0,5,13.534967
102.0,2,13.537489
102.0,2,13.539868
101.0,1,13.541534
101.0,2,13.544146
101.0,1,13.545407
102.0,2,13.547802
103.0,3,13.551378
101.0,1,13.552744
101.0,1,13.554018
104.0,4,13.559782
101.0,1,13.561707
103.0,4,13.568981
101.0,3,13.574834
101.0,1,13.57677
101.0,1,13.578656
101.0,1,13.580496
102.0,2,13.584076
101.0,1,13.586032
101.0,1,13.58794
101.0,1,13.589469
101.0,1,13.590761
102.0,3,13.59417
106.0,7,13.602629
104.0,5,13.608891
101.0,1,13.610188
102.0,4,13.615138
101.0,1,13.616453
101.0,2,13.618736
102.0,4,13.624161
101.0,1,13.625364
101.0,1,13.626575
106.0,7,13.635657
103.0,4,13.641158
102.0,3,13.644827
104.0,7,13.656495
101.0,1,13.657769
101.0,3,13.661484
101.0,1,13.662921
102.0,3,13.667649
102.0,2,13.670404
101.0,2,13.672813
102.0,2,13.6752
101.0,1,13.676485
101.0,1,13.677672
103.0,4,13.682982
101.0,2,13.685519
101.0,1,13.686767
101.0,1,13.688043
102.0,3,13.69172
101.0,1,13.692951
103.0,3,13.697019
102.0,2,13.699815
101.0,2,13.7022
102.0,3,13.705642
102.0,3,13.709559
101.0,1,13.710815
101.0,1,13.712006
106.0,6,13.722491
104.0,4,13.729564
102.0,2,13.732051
104.0,4,13.73712
104.0,4,13.743357
101.0,1,13.744798
105.0,5,13.751413
105.0,5,13.757311
101.0,2,13.760605
104.0,5,13.766433
105.0,5,13.772399
102.0,3,13.77631
101.0,1,13.77758
101.0,1,13.778848
101.0,1,13.780157
101.0,1,13.78142
102.0,4,13.78647
101.0,1,13.787752
105.0,6,13.796288
101.0,1,13.797529
102.0,3,13.800986
103.0,3,13.804939
103.0,4,13.811644
101.0,1,13.812941
102.0,2,13.81547
102.0,4,13.820285
104.0,4,13.825649
101.0,1,13.826843
101.0,1,13.828078
101.0,1,13.829275
102.0,3,13.833012
101.0,1,13.834289
