#{"t_start": 1760181361.6195555, "env_id": "None"}
r,l,t
103.0,4,4.93736
102.0,2,4.939855
101.0,1,4.941105
102.0,3,4.945163
101.0,2,4.947456
102.0,2,4.94977
104.0,5,4.955475
102.0,3,4.959116
101.0,1,4.960851
107.0,10,4.972385
102.0,2,4.974723
104.0,6,4.982149
101.0,1,4.98331
105.0,8,4.992765
105.0,8,5.001863
106.0,7,5.010469
101.0,1,5.011677
104.0,4,5.016072
101.0,2,5.01842
104.0,4,5.023197
101.0,1,5.025361
102.0,2,5.028012
101.0,1,5.029197
105.0,8,5.0433
101.0,1,5.04504
104.0,5,5.053826
104.0,4,5.059199
102.0,2,5.061737
104.0,5,5.067636
104.0,4,5.073189
104.0,5,5.079647
103.0,5,5.085488
104.0,4,5.0906
101.0,1,5.091746
101.0,1,5.09306
101.0,3,5.096637
104.0,4,5.101362
102.0,4,5.106529
105.0,7,5.114809
102.0,2,5.117188
104.0,6,5.124555
103.0,3,5.127948
104.0,4,5.132659
101.0,1,5.134366
101.0,1,5.135804
102.0,3,5.139233
103.0,4,5.144044
101.0,2,5.146349
104.0,6,5.154079
104.0,5,5.160012
101.0,1,5.16126
104.0,5,5.167569
104.0,4,5.172508
103.0,5,5.178617
101.0,1,5.179771
102.0,2,5.182759
101.0,1,5.184579
103.0,3,5.189969
106.0,7,5.201821
106.0,6,5.212369
102.0,3,5.216746
103.0,9,5.227278
101.0,1,5.228463
101.0,1,5.230187
103.0,3,5.233898
104.0,4,5.238726
105.0,6,5.246455
105.0,5,5.252992
101.0,3,5.256521
101.0,1,5.25767
102.0,2,5.260031
105.0,9,5.275627
6.0,10,5.288077
102.0,2,5.290821
102.0,2,5.293644
102.0,2,5.295982
105.0,8,5.305801
103.0,4,5.310774
103.0,3,5.314229
102.0,2,5.316577
101.0,2,5.319074
106.0,7,5.327528
101.0,1,5.328687
103.0,3,5.332208
101.0,1,5.333422
104.0,4,5.33842
103.0,3,5.344377
101.0,1,5.346966
102.0,2,5.350612
101.0,1,5.351777
106.0,10,5.363122
101.0,3,5.366747
101.0,1,5.367955
104.0,4,5.37296
101.0,1,5.374976
103.0,3,5.378826
103.0,5,5.384861
106.0,7,5.394771
101.0,1,11.444184
101.0,1,11.445453
102.0,3,11.449324
101.0,2,11.453278
101.0,1,11.454696
101.0,1,11.456461
101.0,1,11.457844
101.0,1,11.459134
105.0,5,11.46632
101.0,1,11.467599
101.0,2,11.470066
102.0,2,11.47282
102.0,2,11.475181
101.0,1,11.476402
103.0,3,11.479618
102.0,2,11.482109
103.0,4,11.487034
104.0,5,11.496095
101.0,2,11.498952
101.0,2,11.501563
101.0,1,11.502819
104.0,5,11.508863
102.0,2,11.511348
101.0,1,11.5126
101.0,1,11.513905
104.0,6,11.521742
104.0,6,11.528675
101.0,1,11.529936
101.0,1,11.531275
101.0,1,11.532626
101.0,1,11.533898
101.0,1,11.535128
106.0,6,11.543222
101.0,1,11.544487
101.0,1,11.545671
102.0,3,11.549381
101.0,1,11.550656
101.0,2,11.553348
101.0,1,11.554642
105.0,5,11.56021
104.0,7,11.569486
101.0,1,11.570701
105.0,6,11.577879
104.0,5,11.584518
101.0,1,11.585809
105.0,7,11.594056
101.0,1,11.595275
101.0,1,11.596591
101.0,1,11.597826
102.0,2,11.600621
103.0,4,11.605459
102.0,3,11.609239
102.0,2,11.611649
102.0,2,11.614077
103.0,3,11.618901
101.0,1,11.620681
102.0,3,11.62593
102.0,4,11.634146
101.0,2,11.637753
101.0,1,11.63952
102.0,2,11.643146
103.0,3,11.649716
103.0,5,11.656185
101.0,1,11.657428
101.0,3,11.660862
104.0,6,11.669613
103.0,4,11.674332
101.0,2,11.676763
101.0,1,11.678694
102.0,2,11.682318
101.0,1,11.683734
101.0,1,11.685035
105.0,8,11.69527
104.0,5,11.70111
103.0,3,11.704596
101.0,2,11.706805
101.0,1,11.70802
104.0,6,11.718184
101.0,1,11.719604
102.0,2,11.722142
101.0,1,11.723315
101.0,1,11.724566
101.0,1,11.726724
101.0,1,11.728667
101.0,1,11.730593
101.0,1,11.732323
101.0,1,11.734129
105.0,5,11.742903
101.0,1,11.744128
102.0,2,11.746496
104.0,4,11.751299
106.0,6,11.759994
102.0,3,11.765238
101.0,1,11.76709
102.0,2,11.770713
104.0,4,11.777036
101.0,1,11.778273
102.0,2,11.780668
101.0,1,11.781929
101.0,1,11.783112
101.0,1,11.784379
102.0,2,11.786926
101.0,1,11.788176
101.0,1,11.789725
103.0,3,11.793322
101.0,1,11.794577
104.0,4,11.799365
102.0,2,11.801807
101.0,1,11.803049
101.0,1,11.804306
101.0,1,11.805858
104.0,5,11.811878
102.0,2,11.814381
101.0,2,11.81687
101.0,1,11.818124
101.0,1,11.819402
101.0,1,11.82103
104.0,4,11.825976
103.0,7,11.834193
101.0,1,11.83546
103.0,4,11.840578
102.0,2,11.843146
102.0,2,11.845712
101.0,2,11.848145
101.0,2,11.850343
101.0,2,11.853025
101.0,1,11.854293
103.0,6,11.861622
102.0,3,11.865423
101.0,1,11.866647
102.0,3,11.871432
102.0,2,11.875532
102.0,2,11.878112
101.0,1,11.879401
102.0,2,11.881891
101.0,1,11.883135
101.0,1,11.884468
102.0,4,11.889347
102.0,3,11.892825
101.0,1,11.894001
101.0,1,11.895244
104.0,5,11.902405
101.0,1,11.90367
102.0,2,11.906219
101.0,1,11.907502
104.0,5,11.913992
101.0,1,11.915843
101.0,1,11.917091
101.0,1,11.918341
101.0,1,11.919523
101.0,1,11.920763
103.0,5,11.927
101.0,1,11.928299
101.0,1,11.92948
102.0,2,11.933723
101.0,2,11.937266
101.0,1,11.93915
101.0,1,11.940939
105.0,6,11.952134
101.0,3,11.957393
101.0,1,11.959246
101.0,1,11.961029
102.0,2,11.964292
104.0,4,11.968691
101.0,2,11.971233
101.0,1,11.972493
103.0,3,11.976548
101.0,1,11.977817
104.0,4,11.983476
101.0,1,11.985558
101.0,1,11.987807
104.0,5,11.995596
101.0,1,11.996762
101.0,1,11.997978
101.0,1,11.999137
101.0,1,12.000354
101.0,2,12.003031
101.0,3,12.006834
103.0,3,12.011004
104.0,5,12.020222
105.0,10,12.034152
101.0,1,12.035566
104.0,4,12.040547
102.0,2,12.043265
101.0,1,12.044439
103.0,4,12.049237
105.0,6,12.056752
103.0,5,12.062573
102.0,2,12.06493
102.0,4,12.069847
101.0,1,12.071093
101.0,3,12.075193
104.0,7,12.083238
101.0,1,12.084612
101.0,1,12.085926
102.0,4,12.091323
101.0,1,12.092729
101.0,1,12.094041
103.0,4,12.098814
101.0,3,12.102487
104.0,5,12.108874
101.0,1,12.11009
102.0,2,12.112344
101.0,1,12.11355
102.0,2,12.116134
101.0,1,12.117336
101.0,1,12.118556
101.0,1,12.119763
102.0,2,12.122752
101.0,1,12.124862
103.0,3,12.13052
103.0,4,12.137866
104.0,4,12.143083
103.0,3,12.14678
101.0,1,12.148032
103.0,4,12.152786
102.0,2,12.155883
101.0,1,12.1571
101.0,1,12.158309
101.0,3,12.161681
103.0,6,12.169303
103.0,3,12.173128
106.0,8,12.183098
101.0,1,12.184522
102.0,3,12.188501
104.0,7,12.196457
101.0,1,12.1977
104.0,5,12.204756
101.0,4,12.209353
102.0,3,12.212993
101.0,2,12.215489
101.0,1,12.216785
102.0,2,12.220133
101.0,1,12.221353
101.0,2,12.22373
102.0,2,12.225978
102.0,3,12.229609
101.0,2,12.232227
102.0,2,12.235057
102.0,2,12.237312
102.0,3,12.240985
102.0,4,12.246011
101.0,1,12.247352
102.0,2,12.250679
101.0,2,12.254361
103.0,4,12.261449
101.0,1,12.263442
101.0,1,12.265591
105.0,5,12.273364
103.0,6,12.284822
104.0,5,12.290578
101.0,1,12.291782
101.0,3,12.295293
101.0,1,12.296772
101.0,1,12.29817
102.0,2,12.300569
105.0,5,12.306613
101.0,1,12.307932
101.0,1,12.309147
106.0,6,12.318619
101.0,1,12.320408
101.0,1,12.322298
101.0,1,12.32415
106.0,8,12.335954
101.0,1,12.337209
102.0,6,12.346363
102.0,3,12.350422
101.0,1,12.352221
104.0,6,12.359592
101.0,1,12.360838
101.0,1,12.362009
101.0,1,12.36326
101.0,2,12.365682
101.0,1,12.367238
102.0,2,12.369756
101.0,1,12.370952
104.0,6,12.380493
105.0,5,12.389641
102.0,2,12.392861
101.0,2,12.395293
101.0,1,12.396519
101.0,1,12.397764
101.0,1,12.398993
101.0,1,12.400354
101.0,1,12.401549
103.0,5,12.410919
101.0,2,12.414548
101.0,2,12.418069
101.0,1,12.419853
102.0,3,12.426203
101.0,1,12.42815
101.0,1,12.430019
101.0,1,12.431949
101.0,1,12.43374
102.0,5,12.440698
102.0,3,12.444326
101.0,1,12.445541
101.0,1,12.446792
102.0,2,12.449497
103.0,3,12.454345
101.0,1,12.455589
102.0,2,12.458067
102.0,2,12.46056
102.0,2,12.4631
101.0,1,12.464434
102.0,2,12.46686
101.0,1,12.468147
102.0,6,12.479231
102.0,5,12.487577
104.0,5,12.493349
104.0,7,12.502191
103.0,6,12.509355
103.0,3,12.513043
101.0,1,12.514329
107.0,7,12.522858
106.0,6,12.530083
102.0,2,12.532657
101.0,1,12.534317
103.0,4,12.538793
107.0,9,12.54999
101.0,1,12.551248
101.0,1,12.552546
102.0,2,12.554906
101.0,1,12.556141
104.0,5,12.563278
101.0,1,12.566433
101.0,1,12.568545
103.0,3,12.574337
6.0,10,12.587913
103.0,4,12.593223
101.0,2,12.596109
101.0,1,12.597343
101.0,1,12.59861
101.0,1,12.599814
101.0,2,12.602257
102.0,5,12.608252
101.0,2,12.610974
103.0,4,12.618233
103.0,3,12.622746
101.0,1,12.62405
106.0,7,12.632679
102.0,2,12.63508
102.0,4,12.639636
104.0,9,12.654438
102.0,3,12.662004
101.0,1,12.665265
103.0,6,12.674837
101.0,1,12.67612
101.0,1,12.677331
104.0,6,12.684653
102.0,4,12.689857
102.0,2,12.693595
102.0,2,12.697259
103.0,3,12.703006
101.0,1,12.705022
102.0,3,12.710376
101.0,1,12.712218
101.0,1,12.714088
101.0,1,12.716212
101.0,1,12.718071
101.0,1,12.719812
104.0,7,12.729069
101.0,1,12.730543
104.0,4,12.735651
102.0,3,12.739951
101.0,1,12.741219
104.0,7,12.749708
101.0,1,12.750867
102.0,3,12.754627
101.0,1,12.755915
102.0,2,12.758382
101.0,1,12.759595
102.0,2,12.762148
101.0,1,12.763462
106.0,8,12.773625
104.0,5,12.779542
105.0,7,12.788721
104.0,5,12.794815
101.0,2,12.797469
102.0,2,12.800368
102.0,3,12.803936
103.0,3,12.807297
101.0,2,12.809545
102.0,2,12.812579
103.0,4,12.81757
101.0,1,12.818745
103.0,3,12.822367
102.0,2,12.82477
105.0,6,12.83301
101.0,1,12.834429
102.0,3,12.838054
101.0,1,12.8393
104.0,4,12.844879
102.0,3,12.849203
102.0,2,12.851614
102.0,2,12.854205
101.0,2,12.856711
104.0,4,12.861815
104.0,5,12.867925
103.0,4,12.8727
102.0,2,12.875241
104.0,4,12.881642
101.0,1,12.883683
101.0,1,12.885863
104.0,4,12.891564
101.0,2,12.89437
102.0,2,12.89671
102.0,2,12.899078
103.0,5,12.905031
104.0,5,12.91181
101.0,1,12.913056
101.0,1,12.914295
103.0,6,12.921599
102.0,2,12.924097
101.0,2,12.92694
102.0,3,12.93048
101.0,1,12.931664
101.0,1,12.932914
101.0,2,12.935376
102.0,3,12.939215
101.0,1,12.940521
103.0,4,12.947797
102.0,3,12.953178
101.0,1,12.954955
102.0,2,12.95862
101.0,1,12.960482
101.0,3,12.965934
101.0,1,12.96774
102.0,3,12.973606
101.0,1,12.974993
101.0,1,12.976174
101.0,1,12.977334
102.0,2,12.979763
103.0,3,12.983324
102.0,3,12.986995
102.0,2,12.989824
101.0,1,12.991767
101.0,1,12.99366
104.0,5,13.002246
101.0,2,13.00559
102.0,2,13.008037
101.0,2,13.010236
101.0,1,13.011684
101.0,2,13.01431
101.0,1,13.015619
101.0,1,13.01695
102.0,2,13.020374
104.0,7,13.032542
102.0,2,13.036565
101.0,1,13.038282
103.0,3,13.042091
104.0,4,13.046725
102.0,2,13.049118
101.0,1,13.050455
102.0,2,13.053112
101.0,2,13.055642
101.0,1,13.056856
101.0,1,13.058043
102.0,2,13.060365
101.0,1,13.06161
104.0,7,13.070148
105.0,7,13.078858
101.0,1,13.080053
101.0,3,13.084375
103.0,4,13.091418
101.0,1,13.093235
106.0,8,13.104919
101.0,2,13.107327
102.0,2,13.10956
103.0,4,13.114397
102.0,3,13.119952
101.0,2,13.123641
101.0,1,13.125499
101.0,1,13.127337
101.0,1,13.129166
101.0,1,13.131194
101.0,1,13.133105
101.0,1,13.134477
105.0,5,13.140539
101.0,1,13.141896
103.0,4,13.147955
102.0,3,13.153486
101.0,2,13.159701
103.0,3,13.165358
105.0,6,13.175829
101.0,1,13.17716
101.0,1,13.178835
101.0,2,13.182499
101.0,1,13.184341
101.0,1,13.186231
103.0,3,13.191699
101.0,1,13.193612
102.0,3,13.199363
102.0,5,13.208161
101.0,1,13.209995
101.0,1,13.211414
101.0,1,13.21264
103.0,4,13.217631
101.0,1,13.21901
102.0,2,13.221403
101.0,1,13.222766
104.0,7,13.231789
102.0,3,13.235492
102.0,2,13.237932
105.0,6,13.245239
101.0,2,13.247698
104.0,4,13.252888
102.0,2,13.255405
101.0,1,13.256653
103.0,4,13.261857
106.0,6,13.268784
101.0,1,13.270155
104.0,4,13.275064
103.0,3,13.279289
101.0,1,13.280746
103.0,3,13.286355
101.0,1,13.288123
104.0,5,13.297488
103.0,4,13.304427
102.0,2,13.308025
102.0,2,13.311455
101.0,1,13.313464
104.0,5,13.322514
101.0,1,13.323867
103.0,4,13.328263
101.0,1,13.329565
101.0,1,13.330776
101.0,1,13.331978
102.0,2,13.334494
105.0,7,13.343055
104.0,6,13.350163
104.0,4,13.355595
101.0,2,13.358053
103.0,4,13.362837
102.0,5,13.369001
101.0,2,13.37155
101.0,1,13.372851
102.0,3,13.376546
102.0,2,13.379034
101.0,1,13.38033
104.0,4,13.385147
101.0,1,13.386782
102.0,3,13.390537
101.0,1,13.391815
104.0,4,13.396577
101.0,1,13.397903
102.0,2,13.400353
101.0,1,13.401552
102.0,3,13.405562
105.0,6,13.417725
101.0,1,13.419326
101.0,2,13.421937
101.0,1,13.423149
101.0,1,13.424374
104.0,5,13.430393
102.0,5,13.437504
102.0,2,13.43999
101.0,1,13.44117
101.0,1,13.442381
101.0,2,13.444792
101.0,2,13.447242
103.0,3,13.45148
104.0,5,13.457436
102.0,2,13.459962
102.0,2,13.462503
105.0,5,13.470394
101.0,1,13.472195
101.0,1,13.474067
101.0,1,13.475789
102.0,3,13.48157
101.0,1,13.4832
101.0,1,13.484518
104.0,4,13.489128
102.0,3,13.492677
104.0,6,13.500037
101.0,1,13.50126
101.0,1,13.502424
101.0,1,13.503581
101.0,1,13.504825
101.0,1,13.506085
101.0,1,13.507665
103.0,4,13.515576
103.0,3,13.519644
102.0,4,13.524525
101.0,1,13.525686
101.0,1,13.526983
101.0,1,13.528313
103.0,3,13.532159
103.0,4,13.536874
101.0,1,13.538151
107.0,7,13.547328
102.0,3,13.550955
102.0,2,13.553326
101.0,1,13.554563
104.0,4,13.559462
101.0,2,13.56294
101.0,1,13.56487
101.0,1,13.566784
101.0,1,13.56859
102.0,2,13.572103
102.0,3,13.577945
101.0,1,13.579927
101.0,1,13.581816
102.0,4,13.58919
101.0,1,13.591068
104.0,5,13.59735
101.0,1,13.598643
101.0,2,13.601028
101.0,1,13.602214
104.0,6,13.609831
101.0,3,13.613367
101.0,1,13.614592
101.0,1,13.615812
101.0,1,13.616973
105.0,5,13.62342
101.0,2,13.626016
102.0,3,13.629728
103.0,3,13.633424
104.0,4,13.638811
101.0,1,13.640639
101.0,2,13.643183
101.0,2,13.645607
104.0,4,13.651357
102.0,2,13.655425
102.0,2,13.658434
101.0,1,13.659676
101.0,1,13.66095
103.0,3,13.664665
102.0,2,13.667428
105.0,5,13.674861
101.0,2,13.677188
101.0,1,13.678351
104.0,4,13.683519
103.0,3,13.687481
104.0,5,13.693696
103.0,4,13.698733
106.0,7,13.707689
102.0,2,13.710083
101.0,1,13.711536
102.0,2,13.713963
102.0,4,13.720473
102.0,2,13.723821
101.0,1,13.725657
104.0,4,13.732749
103.0,3,13.736486
101.0,2,13.73905
101.0,1,13.740305
102.0,3,13.744593
104.0,4,13.751002
104.0,4,13.75584
102.0,2,13.758284
101.0,2,13.76046
106.0,7,13.769581
101.0,2,13.772063
102.0,4,13.776885
101.0,1,13.778215
103.0,6,13.785884
102.0,2,13.788417
102.0,2,13.790933
102.0,2,13.793425
101.0,1,13.795815
103.0,3,13.799439
101.0,1,13.800709
103.0,3,13.804168
101.0,1,13.805511
102.0,2,13.808123
106.0,7,13.818648
101.0,2,13.82114
102.0,5,13.827649
104.0,5,13.83376
103.0,4,13.838786
102.0,2,13.841743
103.0,3,13.845219
102.0,2,13.847744
101.0,2,13.850186
101.0,1,13.851421
102.0,2,13.853957
101.0,1,13.855235
101.0,1,13.857065
101.0,2,13.859468
101.0,1,13.860683
104.0,7,13.868566
102.0,3,13.872063
104.0,7,13.886111
101.0,1,13.887955
104.0,4,13.892896
101.0,1,13.894061
101.0,1,13.89559
101.0,1,13.89693
103.0,3,13.903013
101.0,2,13.905366
101.0,4,13.910215
101.0,1,13.911482
101.0,1,13.912741
