#{"t_start": 1760184802.4972851, "env_id": "None"}
r,l,t
104.0,7,4.82984
101.0,3,4.833715
101.0,1,4.834915
104.0,5,4.840846
106.0,6,4.84846
102.0,4,4.853209
102.0,2,4.855691
101.0,1,4.856997
102.0,2,4.859558
101.0,1,4.861301
101.0,1,4.862904
102.0,3,4.866565
102.0,2,4.868993
101.0,1,4.870227
101.0,2,4.872506
105.0,6,4.880388
101.0,2,4.882776
102.0,2,4.885046
102.0,2,4.88739
101.0,3,4.891018
101.0,1,4.89228
102.0,5,4.89929
101.0,1,4.900491
103.0,3,4.904011
101.0,1,4.905308
101.0,1,4.906522
102.0,2,4.909294
101.0,1,4.910666
101.0,1,4.912043
103.0,4,4.916939
105.0,6,4.924006
104.0,5,4.930337
104.0,6,4.937329
101.0,1,4.938554
101.0,1,4.939849
101.0,1,4.941513
101.0,1,4.942915
102.0,2,4.945543
101.0,1,4.946841
102.0,2,4.949596
101.0,1,4.950927
103.0,3,4.954557
101.0,2,4.957048
101.0,1,4.958632
102.0,4,4.963495
101.0,4,4.968194
101.0,1,4.969488
101.0,1,4.970666
106.0,7,4.979417
102.0,2,4.981809
103.0,7,4.991151
101.0,3,4.996296
104.0,4,5.003294
101.0,1,5.004592
104.0,4,5.010348
103.0,4,5.017485
102.0,2,5.019918
104.0,4,5.02591
104.0,7,5.034824
101.0,2,5.038472
104.0,7,5.048866
103.0,5,5.057311
105.0,7,5.067001
101.0,3,5.073392
101.0,1,5.075123
101.0,1,5.076927
101.0,1,5.078903
105.0,8,5.089931
101.0,1,5.091126
102.0,2,5.095177
102.0,2,5.09978
103.0,4,5.106733
106.0,9,5.122902
104.0,4,5.132199
104.0,4,5.139995
105.0,5,5.150292
101.0,1,5.151863
101.0,1,5.153131
102.0,2,5.155929
101.0,3,5.159745
101.0,1,5.162074
101.0,2,5.16741
103.0,4,5.172105
102.0,3,5.175773
102.0,2,5.178919
104.0,5,5.187392
104.0,5,5.194072
101.0,1,5.196351
102.0,2,5.200291
101.0,1,5.201602
106.0,8,5.21178
101.0,1,5.214901
102.0,3,5.219657
101.0,1,5.221035
101.0,1,5.222261
101.0,1,5.224511
104.0,9,5.240026
103.0,3,5.243562
104.0,7,5.259545
101.0,2,5.265368
102.0,2,5.26842
103.0,4,5.273921
102.0,2,5.27639
103.0,6,5.286191
101.0,3,5.290363
101.0,1,5.291623
101.0,1,5.292893
104.0,6,5.302462
106.0,8,5.318202
102.0,2,5.321586
105.0,6,5.328778
103.0,4,5.335978
101.0,2,5.338337
103.0,3,5.342249
102.0,4,5.348935
102.0,3,5.353243
104.0,6,5.360278
101.0,3,5.366569
103.0,3,5.370695
101.0,1,5.371983
105.0,7,5.383334
101.0,2,5.385953
105.0,5,5.391916
103.0,4,5.399956
101.0,1,5.401457
104.0,5,5.408013
101.0,1,5.40968
102.0,4,5.418186
103.0,3,5.423354
103.0,4,5.431828
106.0,9,5.449593
101.0,1,5.45166
101.0,1,5.453548
101.0,4,5.460508
104.0,8,5.473078
106.0,7,5.484101
104.0,7,5.49226
104.0,7,5.505293
102.0,5,5.515656
104.0,5,5.524678
102.0,4,5.531929
103.0,3,5.535839
101.0,1,5.537056
102.0,3,5.540514
103.0,6,5.551134
101.0,1,5.553086
101.0,1,5.555002
104.0,5,5.565173
5.0,10,5.58224
101.0,1,5.583783
101.0,1,5.584987
102.0,2,5.588538
104.0,4,5.596507
103.0,3,5.600619
101.0,3,5.605873
103.0,4,5.612435
104.0,8,5.627382
102.0,4,5.632839
101.0,1,5.634101
104.0,5,5.642324
101.0,2,5.644983
102.0,2,5.648892
102.0,3,5.654394
103.0,4,5.660033
104.0,5,5.668406
105.0,8,5.681664
102.0,4,5.687685
101.0,1,5.688995
101.0,1,5.690341
101.0,2,5.693503
103.0,4,5.699864
101.0,2,5.702276
101.0,1,5.704382
102.0,2,5.707502
103.0,4,5.714087
104.0,5,5.722708
104.0,7,5.733711
106.0,9,5.747916
105.0,5,5.755528
102.0,3,5.760603
101.0,1,5.762948
101.0,1,5.764901
104.0,4,5.771988
104.0,5,5.777817
102.0,2,5.780776
102.0,3,5.786118
101.0,1,5.787828
101.0,1,5.789102
101.0,1,5.790376
101.0,1,5.791606
104.0,8,5.80216
106.0,8,5.812105
103.0,6,5.820285
104.0,5,5.826056
101.0,1,5.827367
101.0,2,5.830375
102.0,3,5.834097
101.0,1,5.835427
101.0,1,5.836625
101.0,2,5.838987
104.0,5,5.845014
101.0,1,5.847459
101.0,1,5.849617
101.0,1,5.851502
103.0,4,5.858807
101.0,1,5.860626
103.0,4,5.868548
101.0,1,5.870412
101.0,1,5.872192
103.0,3,5.87713
105.0,7,5.88623
104.0,5,5.892019
103.0,3,5.896883
101.0,3,5.902431
102.0,4,5.909122
103.0,5,5.916334
103.0,4,5.921009
103.0,4,5.925678
104.0,10,5.943518
103.0,3,5.949378
102.0,2,5.953105
101.0,1,5.954972
101.0,1,5.956743
101.0,1,5.958664
102.0,2,5.962951
103.0,3,5.968513
102.0,4,5.975585
102.0,2,5.978597
101.0,2,5.982369
101.0,1,5.984461
101.0,1,5.986385
102.0,3,12.386467
104.0,5,12.392695
101.0,2,12.395145
101.0,1,12.396403
101.0,1,12.397778
104.0,4,12.403319
102.0,2,12.405924
102.0,3,12.409855
101.0,1,12.411284
104.0,7,12.422281
102.0,2,12.42592
101.0,1,12.42785
101.0,1,12.429677
101.0,1,12.431596
101.0,1,12.433248
102.0,2,12.435637
101.0,1,12.43688
101.0,4,12.441912
101.0,1,12.44331
101.0,1,12.44469
101.0,1,12.446021
101.0,1,12.4478
101.0,2,12.45044
102.0,3,12.454146
101.0,1,12.455468
101.0,1,12.456797
102.0,3,12.460761
102.0,2,12.463889
101.0,1,12.465121
101.0,1,12.466387
101.0,1,12.467634
103.0,4,12.472484
101.0,1,12.473902
101.0,1,12.47519
101.0,1,12.476424
101.0,1,12.478059
101.0,1,12.480067
101.0,1,12.481926
101.0,1,12.483773
101.0,1,12.485635
101.0,1,12.487497
101.0,2,12.491143
102.0,2,12.495338
102.0,2,12.498802
101.0,2,12.502406
102.0,2,12.506741
102.0,2,12.510326
103.0,5,12.517177
101.0,1,12.5184
101.0,1,12.51972
102.0,2,12.522159
103.0,5,12.528957
102.0,2,12.531332
104.0,6,12.538767
107.0,9,12.550021
101.0,1,12.551376
101.0,1,12.55274
105.0,7,12.561871
103.0,4,12.566738
102.0,2,12.569484
102.0,2,12.571955
101.0,2,12.574945
102.0,2,12.57737
105.0,8,12.587011
105.0,8,12.597275
101.0,1,12.598594
102.0,3,12.602583
101.0,1,12.603827
102.0,2,12.607987
101.0,2,12.611709
102.0,2,12.615082
103.0,3,12.620259
101.0,1,12.622169
101.0,1,12.623524
104.0,4,12.628331
103.0,4,12.633274
102.0,3,12.638135
101.0,1,12.64028
101.0,1,12.641952
101.0,1,12.64356
103.0,3,12.648276
104.0,4,12.656859
101.0,1,12.658794
101.0,1,12.660747
101.0,1,12.662601
101.0,2,12.666391
102.0,2,12.670688
101.0,1,12.672043
104.0,5,12.678285
105.0,10,12.691221
101.0,2,12.693779
105.0,5,12.700659
101.0,2,12.703147
104.0,7,12.711588
101.0,1,12.712868
102.0,3,12.717354
101.0,1,12.718728
101.0,3,12.722422
101.0,1,12.723718
101.0,1,12.725012
101.0,1,12.72629
101.0,2,12.728923
102.0,3,12.734257
104.0,4,12.741024
101.0,2,12.744707
101.0,1,12.746528
103.0,5,12.753132
101.0,1,12.754386
101.0,1,12.755576
101.0,1,12.756913
102.0,3,12.760684
101.0,1,12.762011
102.0,2,12.765105
101.0,1,12.766385
102.0,2,12.768765
103.0,3,12.772516
103.0,3,12.776289
101.0,1,12.778582
104.0,4,12.785295
101.0,1,12.78656
101.0,1,12.787801
101.0,2,12.790371
101.0,1,12.791605
101.0,1,12.792957
106.0,6,12.800384
102.0,3,12.803999
101.0,1,12.805207
103.0,3,12.808953
105.0,6,12.816712
101.0,1,12.817946
101.0,2,12.820377
104.0,4,12.825263
101.0,1,12.826629
101.0,1,12.828087
101.0,1,12.829408
103.0,4,12.834215
103.0,4,12.839065
102.0,3,12.843404
101.0,1,12.844792
101.0,1,12.846057
104.0,4,12.850869
101.0,1,12.852152
103.0,4,12.857241
101.0,1,12.859019
102.0,2,12.862701
104.0,5,12.871286
102.0,2,12.875321
105.0,7,12.883809
101.0,1,12.885142
103.0,4,12.890143
101.0,1,12.892652
101.0,2,12.896307
101.0,1,12.898144
104.0,4,12.905414
104.0,4,12.911129
101.0,1,12.912407
101.0,2,12.914939
102.0,5,12.92142
101.0,1,12.92305
101.0,1,12.924597
102.0,4,12.929531
101.0,1,12.930719
101.0,1,12.932423
101.0,1,12.933748
104.0,4,12.938963
101.0,1,12.940283
101.0,1,12.941611
102.0,2,12.943862
102.0,2,12.946364
101.0,2,12.948754
104.0,5,12.95545
101.0,1,12.957501
101.0,1,12.959329
101.0,1,12.961132
102.0,2,12.964367
101.0,1,12.966129
102.0,3,12.971841
101.0,2,12.975551
101.0,1,12.977345
102.0,2,12.980942
102.0,3,12.986625
103.0,4,12.99149
101.0,1,12.992787
101.0,1,12.994017
102.0,3,12.997652
101.0,1,12.998959
103.0,3,13.003161
102.0,2,13.005532
101.0,1,13.006734
103.0,3,13.010414
101.0,1,13.011701
102.0,3,13.015562
103.0,3,13.021346
101.0,1,13.023082
101.0,1,13.024822
101.0,1,13.026629
101.0,2,13.030153
104.0,4,13.037678
101.0,1,13.039424
101.0,1,13.041324
101.0,1,13.043149
103.0,3,13.048922
102.0,2,13.051589
103.0,3,13.055212
101.0,1,13.056466
101.0,1,13.057692
101.0,2,13.060274
102.0,3,13.063945
101.0,2,13.067772
102.0,2,13.070185
101.0,1,13.071476
105.0,6,13.079184
104.0,6,13.087222
101.0,1,13.088499
102.0,2,13.090899
104.0,4,13.096951
102.0,2,13.100491
103.0,3,13.105921
101.0,3,13.111703
101.0,2,13.114268
101.0,1,13.115465
102.0,3,13.119215
101.0,1,13.120413
102.0,2,13.122892
103.0,3,13.126766
102.0,2,13.129392
103.0,3,13.133117
101.0,1,13.134434
105.0,6,13.141747
101.0,1,13.143671
101.0,2,13.146319
101.0,1,13.147605
104.0,4,13.152177
106.0,6,13.159731
101.0,2,13.162179
101.0,1,13.163452
101.0,2,13.165762
102.0,4,13.170747
102.0,2,13.173336
101.0,2,13.176183
105.0,7,13.184286
104.0,5,13.190135
104.0,4,13.19563
102.0,3,13.199522
101.0,1,13.200721
103.0,5,13.207764
104.0,6,13.216758
101.0,1,13.217969
102.0,2,13.22029
103.0,4,13.226225
103.0,3,13.229921
102.0,2,13.232163
101.0,1,13.233491
101.0,1,13.234793
101.0,1,13.236119
104.0,4,13.241534
101.0,1,13.242819
101.0,1,13.244064
101.0,1,13.245307
101.0,2,13.247876
104.0,4,13.25299
102.0,2,13.256237
101.0,1,13.258267
102.0,2,13.262054
102.0,2,13.265832
103.0,3,13.272205
106.0,8,13.281564
105.0,8,13.291841
102.0,4,13.296757
101.0,1,13.298114
101.0,1,13.299339
102.0,3,13.304014
101.0,1,13.306019
101.0,1,13.307307
104.0,5,13.31348
101.0,2,13.316244
101.0,1,13.317589
104.0,5,13.326473
101.0,2,13.329835
101.0,1,13.331633
101.0,1,13.333527
102.0,3,13.338149
103.0,3,13.341905
101.0,1,13.34315
106.0,7,13.352804
102.0,2,13.355371
103.0,5,13.361344
105.0,8,13.371526
101.0,1,13.372809
101.0,1,13.374046
102.0,2,13.37667
104.0,5,13.382652
101.0,1,13.384652
102.0,3,13.389969
102.0,2,13.393605
101.0,1,13.395437
104.0,6,13.404074
102.0,2,13.406549
101.0,2,13.409174
104.0,4,13.414371
102.0,2,13.417097
101.0,2,13.419577
103.0,3,13.423143
103.0,3,13.427016
101.0,2,13.429587
103.0,3,13.433953
104.0,4,13.439029
101.0,1,13.440333
101.0,1,13.441884
101.0,1,13.444049
103.0,3,13.448417
101.0,2,13.450811
105.0,5,13.456604
101.0,1,13.457881
101.0,1,13.459141
104.0,5,13.467795
102.0,3,13.473117
102.0,2,13.477153
101.0,1,13.479403
101.0,1,13.481405
101.0,1,13.483232
102.0,2,13.486742
101.0,2,13.490107
101.0,1,13.491425
102.0,3,13.495816
101.0,2,13.49932
102.0,2,13.503048
103.0,4,13.510888
104.0,5,13.519942
101.0,2,13.523606
101.0,2,13.527571
105.0,6,13.534776
103.0,3,13.53848
102.0,2,13.540988
105.0,6,13.551529
103.0,3,13.556834
104.0,5,13.566422
101.0,1,13.5683
102.0,2,13.571845
102.0,3,13.578438
101.0,1,13.580235
104.0,6,13.59106
101.0,1,13.592447
103.0,4,13.597346
101.0,2,13.599779
104.0,6,13.607979
102.0,2,13.611963
101.0,1,13.613854
103.0,3,13.619076
103.0,4,13.625738
101.0,1,13.627033
102.0,3,13.630572
105.0,8,13.640723
101.0,1,13.642045
101.0,1,13.643291
107.0,9,13.654311
101.0,1,13.65624
104.0,6,13.663628
101.0,1,13.664861
101.0,1,13.666073
102.0,2,13.668738
101.0,1,13.669963
102.0,3,13.674829
101.0,1,13.676066
101.0,1,13.677346
102.0,2,13.680104
101.0,1,13.681429
103.0,3,13.685103
101.0,1,13.686546
102.0,2,13.690511
101.0,1,13.692228
103.0,4,13.699511
102.0,2,13.703405
101.0,1,13.70476
101.0,1,13.706067
101.0,1,13.707336
104.0,5,13.713838
105.0,5,13.720295
105.0,5,13.726471
101.0,1,13.727679
102.0,2,13.730188
102.0,2,13.732717
101.0,1,13.733983
101.0,1,13.73588
102.0,2,13.739445
102.0,3,13.744537
101.0,2,13.748112
101.0,1,13.74994
101.0,1,13.752134
101.0,1,13.754035
101.0,2,13.757593
103.0,3,13.763133
101.0,2,13.767182
101.0,2,13.770013
101.0,1,13.771709
101.0,2,13.774161
101.0,1,13.775386
101.0,1,13.776614
101.0,1,13.777834
103.0,3,13.781223
106.0,6,13.794441
104.0,7,13.803131
101.0,1,13.804375
101.0,1,13.805587
101.0,3,13.809216
101.0,1,13.810514
104.0,5,13.817015
102.0,3,13.820729
102.0,2,13.823042
102.0,2,13.825439
101.0,1,13.826699
103.0,4,13.831751
104.0,4,13.836538
101.0,1,13.837831
101.0,1,13.839066
103.0,3,13.842624
102.0,2,13.845057
103.0,3,13.849423
101.0,1,13.850662
104.0,5,13.856752
102.0,3,13.860521
101.0,1,13.861807
101.0,1,13.863485
102.0,2,13.865993
104.0,4,13.870984
101.0,1,13.872301
102.0,4,13.877288
102.0,3,13.883403
101.0,2,13.887171
101.0,1,13.889046
103.0,4,13.89631
102.0,2,13.898935
103.0,4,13.903682
101.0,1,13.904972
101.0,2,13.907427
103.0,4,13.912787
102.0,2,13.915263
101.0,1,13.916549
103.0,3,13.920178
101.0,1,13.921471
104.0,7,13.930397
101.0,1,13.931585
101.0,1,13.932883
101.0,1,13.934111
104.0,4,13.938839
103.0,3,13.942799
101.0,2,13.945535
102.0,3,13.949278
102.0,4,13.954485
105.0,10,13.96707
102.0,2,13.969424
101.0,1,13.970734
101.0,1,13.972061
101.0,1,13.973386
101.0,1,13.974987
103.0,3,13.97887
104.0,5,13.984645
101.0,1,13.986019
105.0,8,13.996693
102.0,5,14.002809
104.0,6,14.010522
102.0,2,14.013015
101.0,1,14.014273
101.0,1,14.015483
104.0,6,14.023177
101.0,2,14.026992
106.0,6,14.037462
103.0,5,14.044728
101.0,1,14.045968
101.0,1,14.047202
101.0,1,14.048468
105.0,6,14.056336
102.0,3,14.060113
102.0,2,14.062495
101.0,1,14.063677
101.0,1,14.064907
101.0,1,14.066203
101.0,1,14.067497
101.0,2,14.06991
102.0,3,14.075674
104.0,4,14.083081
103.0,6,14.091296
101.0,2,14.094034
101.0,1,14.095278
101.0,1,14.096617
102.0,2,14.099155
101.0,2,14.102077
102.0,3,14.105843
101.0,2,14.108249
103.0,3,14.112208
101.0,1,14.113537
101.0,1,14.114787
102.0,3,14.119922
101.0,1,14.121644
101.0,3,14.127328
104.0,5,14.135389
101.0,1,14.136637
102.0,2,14.139107
104.0,5,14.145416
101.0,1,14.14662
102.0,3,14.15052
102.0,2,14.15296
101.0,1,14.154198
101.0,1,14.155433
103.0,3,14.158988
101.0,1,14.160311
102.0,2,14.162951
101.0,1,14.16419
101.0,1,14.166133
104.0,4,14.170909
102.0,2,14.173404
105.0,6,14.181479
102.0,2,14.184047
101.0,1,14.185443
102.0,2,14.188247
102.0,4,14.193035
103.0,3,14.197242
102.0,2,14.199824
102.0,3,14.203372
101.0,3,14.207252
102.0,2,14.209805
103.0,5,14.215985
102.0,2,14.218447
102.0,2,14.220979
101.0,1,14.222226
101.0,1,14.223455
101.0,1,14.22473
103.0,4,14.230601
105.0,5,14.236372
101.0,1,14.237613
106.0,10,14.252783
102.0,6,14.263124
103.0,5,14.269412
101.0,2,14.271931
102.0,2,14.274241
101.0,3,14.278337
103.0,5,14.284581
105.0,8,14.294699
101.0,2,14.297032
101.0,1,14.298226
102.0,3,14.301849
101.0,1,14.303031
101.0,1,14.304533
101.0,1,14.305794
102.0,3,14.310111
103.0,5,14.316128
101.0,2,14.318619
102.0,2,14.321136
101.0,1,14.322375
101.0,1,14.323717
103.0,3,14.328029
105.0,10,14.340766
104.0,8,14.355174
101.0,2,14.358643
102.0,2,14.360923
103.0,4,14.36573
101.0,1,14.366966
101.0,2,14.369578
104.0,4,14.37561
101.0,1,14.376817
101.0,3,14.380445
104.0,4,14.384979
101.0,1,14.386322
101.0,1,14.387876
102.0,3,14.393525
102.0,3,14.398748
105.0,6,14.40998
103.0,5,14.419198
101.0,1,14.421285
101.0,1,14.42256
101.0,2,14.424936
101.0,1,14.426153
104.0,5,14.432088
103.0,3,14.435949
101.0,1,14.437216
101.0,1,14.438418
102.0,2,14.440936
103.0,3,14.444529
102.0,2,14.446945
105.0,6,14.456568
104.0,8,14.468483
105.0,6,14.475412
105.0,6,14.483455
102.0,2,14.487427
101.0,1,14.489215
101.0,1,14.490988
103.0,3,14.496092
101.0,1,14.498054
101.0,1,14.499791
101.0,1,14.501073
102.0,4,14.506062
102.0,2,14.508549
101.0,1,14.509855
102.0,2,14.512296
102.0,2,14.51549
104.0,6,14.526021
101.0,2,14.529925
102.0,3,14.535869
101.0,2,14.539397
101.0,1,14.541304
104.0,7,14.552036
101.0,1,14.553337
101.0,1,14.554645
102.0,2,14.557154
101.0,2,14.559741
102.0,2,14.562378
102.0,4,14.56785
101.0,1,14.569011
101.0,1,14.570279
103.0,3,14.573789
101.0,1,14.575133
102.0,4,14.580472
102.0,2,14.582869
104.0,8,14.592681
101.0,1,14.593906
102.0,3,14.599499
101.0,1,14.601321
103.0,4,14.608764
102.0,3,14.614165
101.0,1,14.615484
104.0,5,14.621621
101.0,2,14.624101
101.0,1,14.625357
101.0,1,14.626918
101.0,1,14.628299
102.0,2,14.630805
101.0,1,14.63199
101.0,1,14.633146
102.0,2,14.635523
101.0,1,14.636792
101.0,2,14.639323
102.0,2,14.641594
101.0,1,14.643215
102.0,3,14.646911
105.0,7,14.655374
101.0,1,14.656573
102.0,3,14.660533
101.0,1,14.661814
103.0,4,14.666508
101.0,1,14.667664
101.0,1,14.66892
101.0,1,14.670152
101.0,1,14.671345
104.0,4,14.677772
101.0,1,14.679056
101.0,1,14.68031
101.0,2,14.68266
101.0,1,14.683952
103.0,6,14.691536
102.0,5,14.697445
101.0,1,14.698735
102.0,3,14.702125
101.0,1,14.703467
104.0,5,14.711864
102.0,4,14.718511
101.0,1,14.720283
101.0,2,14.724393
102.0,2,14.727881
101.0,1,14.729728
101.0,1,14.73152
102.0,2,14.734806
101.0,1,14.736616
101.0,1,14.738345
102.0,2,14.741622
101.0,1,14.742935
103.0,3,14.746506
101.0,1,14.747741
101.0,3,14.751486
102.0,2,14.753933
