#{"t_start": 1760184802.4933827, "env_id": "None"}
r,l,t
105.0,6,14.744121
104.0,7,14.752859
102.0,2,14.755258
102.0,2,14.757743
105.0,10,14.770237
102.0,3,14.773814
101.0,1,14.775754
101.0,1,14.777055
102.0,2,14.779557
101.0,1,14.780865
101.0,1,14.782157
101.0,1,14.783415
101.0,1,14.784652
103.0,3,14.788272
104.0,4,14.795814
104.0,6,14.803329
102.0,3,14.807371
101.0,1,14.808754
101.0,1,14.810008
101.0,1,14.811313
104.0,5,14.817312
102.0,2,14.819876
101.0,1,14.821104
102.0,2,14.824645
106.0,6,14.835288
101.0,1,14.837037
101.0,1,14.838775
104.0,7,14.84712
101.0,1,14.848534
102.0,3,14.852607
102.0,3,14.856098
103.0,3,14.859867
102.0,2,14.862424
101.0,1,14.86374
101.0,1,14.865041
101.0,3,14.869352
101.0,1,14.870679
101.0,1,14.871876
102.0,4,14.876815
102.0,2,14.879406
102.0,2,14.882035
101.0,1,14.883336
101.0,1,14.884949
101.0,1,14.886329
101.0,1,14.887632
102.0,3,14.891074
102.0,2,14.893619
101.0,1,14.894863
101.0,1,14.896103
101.0,1,14.897458
104.0,4,14.902908
101.0,1,14.904098
106.0,10,14.916536
101.0,2,14.920605
102.0,3,14.925819
103.0,3,14.931273
101.0,1,14.933445
104.0,7,14.941905
101.0,1,14.943382
104.0,4,14.949182
105.0,7,14.961783
102.0,2,14.965811
101.0,1,14.96786
104.0,5,14.97615
101.0,2,14.978703
101.0,1,14.97994
104.0,5,14.988565
105.0,5,14.997831
101.0,1,14.999188
103.0,4,15.004315
102.0,2,15.006819
101.0,3,15.010509
101.0,1,15.011856
103.0,4,15.019363
102.0,2,15.022825
101.0,2,15.026559
102.0,2,15.030465
104.0,5,15.036595
101.0,1,15.037842
102.0,3,15.041631
103.0,4,15.047164
101.0,1,15.04837
101.0,1,15.049555
101.0,1,15.050852
101.0,1,15.0521
102.0,3,15.055833
101.0,1,15.057106
104.0,4,15.063633
102.0,7,15.075816
101.0,1,15.078297
101.0,1,15.079967
101.0,1,15.081401
103.0,4,15.086166
104.0,5,15.093608
103.0,4,15.099804
101.0,2,15.102307
101.0,1,15.103607
102.0,3,15.107213
102.0,2,15.111175
106.0,9,15.126112
101.0,1,15.127466
101.0,2,15.130111
105.0,7,15.139216
101.0,1,15.140584
101.0,1,15.141834
106.0,9,15.152334
101.0,1,15.153636
101.0,1,15.1555
104.0,5,15.161552
102.0,2,15.163805
101.0,1,15.165154
102.0,2,15.167641
102.0,2,15.170141
103.0,3,15.17453
103.0,3,15.1782
101.0,2,15.1807
101.0,1,15.181939
103.0,4,15.187431
101.0,2,15.190138
101.0,2,15.192645
104.0,5,15.198749
103.0,3,15.203032
104.0,5,15.20891
101.0,2,15.211286
101.0,1,15.212542
101.0,2,15.214967
102.0,3,15.219045
102.0,3,15.222846
101.0,1,15.224031
102.0,3,15.227697
104.0,4,15.232931
104.0,6,15.244113
101.0,1,15.245982
101.0,1,15.247738
102.0,3,15.253913
101.0,1,15.255722
103.0,3,15.260747
101.0,1,15.262569
103.0,3,15.268003
104.0,4,15.272857
101.0,1,15.27414
102.0,2,15.276576
102.0,2,15.279033
103.0,3,15.28296
101.0,1,15.28431
101.0,1,15.285583
102.0,2,15.288065
101.0,2,21.269419
101.0,1,21.271296
101.0,1,21.273238
102.0,2,21.276992
101.0,1,21.27899
101.0,2,21.282264
101.0,1,21.283561
101.0,1,21.284791
101.0,1,21.286023
103.0,4,21.290862
101.0,1,21.292145
104.0,4,21.29761
101.0,1,21.298977
101.0,1,21.300271
101.0,1,21.301563
101.0,1,21.302895
101.0,1,21.304252
101.0,2,21.306951
102.0,2,21.309379
102.0,2,21.312508
101.0,1,21.313792
101.0,1,21.31503
103.0,4,21.320188
106.0,7,21.329694
101.0,1,21.331015
101.0,1,21.332309
101.0,1,21.333591
101.0,1,21.334912
101.0,2,21.337524
101.0,2,21.340168
101.0,1,21.34146
101.0,1,21.343111
101.0,1,21.344389
101.0,1,21.345633
101.0,1,21.346889
102.0,4,21.351779
101.0,1,21.353105
101.0,1,21.354396
101.0,2,21.357316
101.0,1,21.358818
101.0,1,21.360151
103.0,3,21.363761
101.0,1,21.365083
102.0,2,21.369227
101.0,1,21.37121
101.0,2,21.374514
102.0,2,21.377015
102.0,3,21.380722
102.0,3,21.384071
103.0,3,21.387644
101.0,1,21.38973
102.0,2,21.392278
101.0,1,21.393622
101.0,2,21.39614
101.0,2,21.398777
101.0,1,21.400108
101.0,1,21.401361
101.0,1,21.402653
103.0,4,21.407845
101.0,1,21.409153
102.0,2,21.411757
104.0,6,21.421421
101.0,1,21.422664
101.0,1,21.423975
101.0,1,21.425274
102.0,2,21.427644
102.0,2,21.430019
103.0,3,21.433961
102.0,2,21.437044
102.0,2,21.439614
101.0,1,21.440871
104.0,4,21.445891
101.0,1,21.447211
106.0,8,21.457683
104.0,4,21.463118
101.0,1,21.4651
106.0,6,21.473581
101.0,1,21.474919
102.0,2,21.477452
102.0,2,21.479873
101.0,1,21.481215
101.0,3,21.485449
102.0,2,21.487941
102.0,2,21.490367
101.0,1,21.491608
101.0,1,21.493068
103.0,3,21.496792
101.0,1,21.498403
103.0,4,21.50351
101.0,1,21.504696
101.0,1,21.50595
101.0,1,21.507135
102.0,2,21.509805
102.0,2,21.512486
101.0,1,21.513896
102.0,2,21.517723
101.0,1,21.519012
101.0,2,21.52141
101.0,1,21.522681
101.0,1,21.523899
104.0,5,21.530543
101.0,2,21.533281
101.0,1,21.534582
102.0,2,21.53697
101.0,1,21.538227
104.0,4,21.54325
101.0,1,21.544595
101.0,1,21.546218
101.0,1,21.547996
102.0,2,21.550785
103.0,5,21.557251
101.0,1,21.558553
101.0,2,21.561149
101.0,1,21.562965
101.0,1,21.564988
103.0,4,21.572073
101.0,1,21.574093
101.0,1,21.576025
101.0,1,21.578
101.0,1,21.579793
102.0,2,21.582425
102.0,2,21.58502
101.0,1,21.586312
104.0,5,21.592531
101.0,1,21.59376
101.0,1,21.595971
101.0,1,21.597837
103.0,3,21.603251
101.0,1,21.605099
102.0,2,21.608716
101.0,2,21.612113
101.0,1,21.613441
101.0,2,21.615985
101.0,1,21.617229
101.0,2,21.619711
102.0,2,21.622539
103.0,4,21.629109
102.0,2,21.632808
105.0,5,21.642367
101.0,1,21.643723
101.0,2,21.646237
102.0,3,21.649967
102.0,2,21.652315
101.0,1,21.653656
101.0,2,21.656966
101.0,1,21.65919
101.0,1,21.661008
101.0,1,21.662843
102.0,2,21.666538
103.0,3,21.672014
101.0,2,21.674989
103.0,4,21.680058
101.0,2,21.68265
101.0,1,21.683982
103.0,3,21.687697
101.0,1,21.689377
104.0,5,21.695604
101.0,1,21.69685
102.0,3,21.700624
101.0,1,21.702008
101.0,1,21.703337
101.0,1,21.705199
101.0,1,21.706459
101.0,1,21.707765
101.0,2,21.710328
101.0,1,21.7115
101.0,1,21.7128
102.0,2,21.715332
103.0,3,21.719223
102.0,2,21.72285
106.0,8,21.732567
101.0,1,21.733889
101.0,1,21.736038
102.0,2,21.738838
101.0,1,21.7401
102.0,2,21.742654
101.0,1,21.743842
103.0,4,21.748923
102.0,3,21.754839
102.0,3,21.760111
101.0,1,21.761965
102.0,2,21.765744
104.0,5,21.773045
101.0,1,21.774292
102.0,3,21.778219
101.0,1,21.779466
101.0,3,21.784979
101.0,1,21.78699
102.0,2,21.789492
103.0,3,21.793179
101.0,1,21.794513
101.0,1,21.795855
101.0,1,21.797196
102.0,2,21.80037
101.0,1,21.801624
101.0,2,21.804065
101.0,1,21.805405
103.0,3,21.809261
101.0,1,21.810635
101.0,1,21.811997
103.0,3,21.815824
101.0,1,21.817084
101.0,1,21.818387
102.0,2,21.82076
101.0,1,21.822066
102.0,3,21.825727
101.0,1,21.827071
101.0,1,21.828403
102.0,2,21.831611
101.0,2,21.83411
101.0,1,21.835358
101.0,1,21.836692
102.0,2,21.839136
101.0,2,21.841722
103.0,3,21.845476
104.0,4,21.850692
103.0,4,21.855725
101.0,1,21.85716
101.0,1,21.858498
101.0,1,21.859819
106.0,7,21.868918
101.0,1,21.870254
101.0,1,21.871499
101.0,1,21.87278
101.0,1,21.874426
102.0,2,21.877189
102.0,3,21.882795
101.0,1,21.884653
101.0,3,21.889745
101.0,2,21.893365
102.0,2,21.897872
101.0,1,21.899776
101.0,1,21.901688
102.0,2,21.905523
101.0,1,21.907507
101.0,1,21.909441
102.0,2,21.913484
101.0,1,21.915308
104.0,4,21.922602
101.0,2,21.926913
101.0,1,21.929015
101.0,1,21.930936
101.0,1,21.932842
103.0,5,21.942327
101.0,1,21.944637
105.0,7,21.957536
101.0,2,21.96068
103.0,3,21.96454
101.0,1,21.965837
101.0,1,21.967134
101.0,1,21.968498
101.0,1,21.969874
101.0,1,21.971166
101.0,1,21.972456
101.0,1,21.973744
101.0,1,21.975715
101.0,1,21.977027
102.0,2,21.979623
101.0,1,21.980868
101.0,1,21.982209
101.0,1,21.983496
101.0,1,21.984904
101.0,1,21.986161
101.0,1,21.987388
101.0,1,21.988775
101.0,1,21.990562
101.0,1,21.993067
103.0,3,21.99796
101.0,2,22.000466
103.0,3,22.004118
101.0,2,22.007259
106.0,7,22.020255
101.0,1,22.022272
101.0,1,22.024131
102.0,3,22.027776
101.0,1,22.029049
101.0,1,22.030307
101.0,1,22.031609
101.0,1,22.032762
101.0,1,22.034019
101.0,1,22.035308
101.0,1,22.036486
101.0,1,22.037658
103.0,5,22.047152
102.0,2,22.050855
101.0,1,22.052748
101.0,1,22.055123
101.0,1,22.05715
101.0,1,22.059032
101.0,1,22.060952
101.0,1,22.062835
102.0,2,22.06637
101.0,1,22.06818
103.0,3,22.074802
101.0,1,22.07663
102.0,2,22.079978
103.0,3,22.083817
101.0,2,22.087462
101.0,1,22.089398
102.0,2,22.093039
102.0,2,22.096501
101.0,1,22.097745
101.0,1,22.09907
102.0,2,22.101966
106.0,7,22.110594
104.0,7,22.11996
103.0,3,22.123891
101.0,1,22.125147
101.0,1,22.126439
101.0,1,22.127785
101.0,1,22.129196
101.0,1,22.130513
105.0,5,22.137255
101.0,1,22.13853
101.0,1,22.139773
101.0,1,22.141234
101.0,1,22.14309
101.0,1,22.144459
101.0,1,22.145674
101.0,1,22.14699
102.0,2,22.149816
104.0,5,22.15594
101.0,1,22.157175
101.0,1,22.158355
101.0,1,22.159643
101.0,1,22.160993
101.0,1,22.162336
104.0,4,22.167834
102.0,2,22.170221
103.0,4,22.175274
101.0,1,22.176648
101.0,1,22.177948
101.0,3,22.182989
101.0,1,22.184895
101.0,1,22.186697
101.0,1,22.188511
102.0,4,22.195985
101.0,1,22.197289
101.0,1,22.198588
101.0,2,22.201138
101.0,1,22.202425
101.0,1,22.203747
101.0,1,22.205026
101.0,1,22.206326
101.0,1,22.207705
102.0,4,22.21324
102.0,2,22.215794
101.0,1,22.217101
105.0,8,22.227723
101.0,1,22.228952
101.0,2,22.231388
102.0,2,22.233984
101.0,1,22.235235
102.0,2,22.237871
101.0,1,22.239205
101.0,1,22.24049
102.0,2,22.243437
101.0,1,22.244691
101.0,1,22.245937
102.0,2,22.248388
102.0,2,22.25082
101.0,1,22.252126
101.0,1,22.253319
101.0,1,22.254627
102.0,2,22.25719
101.0,2,22.260056
102.0,2,22.262434
101.0,1,22.263712
101.0,1,22.26503
103.0,4,22.270052
101.0,2,22.272654
101.0,1,22.274199
101.0,1,22.275758
101.0,1,22.277108
104.0,5,22.283311
101.0,1,22.284621
102.0,2,22.287273
102.0,2,22.290347
106.0,7,22.299194
101.0,1,22.300534
101.0,1,22.301884
102.0,3,22.306043
101.0,1,22.307371
104.0,7,22.316107
101.0,1,22.317393
101.0,1,22.318719
101.0,1,22.320249
104.0,5,22.329499
102.0,2,22.333062
102.0,2,22.336902
102.0,2,22.339597
101.0,1,22.340901
102.0,2,22.343442
101.0,1,22.344769
101.0,1,22.346075
101.0,1,22.347349
101.0,1,22.348678
101.0,2,22.351341
101.0,1,22.354061
104.0,6,22.364506
102.0,2,22.36864
101.0,1,22.370603
101.0,1,22.372575
101.0,1,22.374505
101.0,1,22.376281
101.0,1,22.378061
102.0,2,22.381863
102.0,2,22.385312
102.0,3,22.38916
101.0,2,22.391726
101.0,1,22.392981
103.0,3,22.396657
101.0,1,22.397896
101.0,2,22.401327
101.0,1,22.403155
101.0,1,22.405027
101.0,1,22.406813
103.0,3,22.411879
102.0,2,22.416336
104.0,5,22.42522
101.0,1,22.426999
101.0,1,22.429018
101.0,1,22.430728
101.0,3,22.435227
101.0,2,22.437662
102.0,3,22.441495
103.0,3,22.445183
101.0,2,22.447759
101.0,1,22.449506
101.0,1,22.450894
102.0,2,22.453388
101.0,1,22.454726
101.0,1,22.455923
101.0,1,22.457157
101.0,1,22.458449
101.0,1,22.45992
102.0,4,22.465837
102.0,2,22.469319
101.0,1,22.471116
101.0,1,22.473034
101.0,1,22.474918
104.0,4,22.482208
101.0,1,22.483562
101.0,1,22.484871
101.0,1,22.486118
101.0,1,22.487298
101.0,1,22.488587
101.0,1,22.489897
101.0,1,22.491346
102.0,3,22.495175
101.0,1,22.497059
101.0,1,22.499057
102.0,5,22.508253
101.0,1,22.510056
101.0,1,22.512046
103.0,4,22.519716
101.0,1,22.521588
102.0,3,22.527432
101.0,1,22.529765
104.0,5,22.535961
101.0,1,22.537251
102.0,2,22.539649
101.0,1,22.540974
101.0,1,22.542304
101.0,1,22.543634
101.0,1,22.545522
101.0,1,22.546862
101.0,1,22.548164
104.0,7,22.557017
101.0,1,22.558354
101.0,1,22.559631
101.0,1,22.561303
101.0,1,22.562588
102.0,2,22.56515
101.0,1,22.566312
101.0,1,22.567546
101.0,1,22.568771
104.0,4,22.573563
101.0,1,22.574871
101.0,1,22.576619
101.0,2,22.579293
102.0,2,22.581824
102.0,2,22.584374
102.0,3,22.58821
101.0,1,22.589444
104.0,5,22.596397
102.0,2,22.598884
102.0,3,22.602585
101.0,2,22.60526
101.0,1,22.606593
101.0,1,22.608045
101.0,1,22.609678
103.0,3,22.613497
101.0,2,22.61599
102.0,2,22.618513
102.0,2,22.621296
102.0,2,22.624161
101.0,2,22.626807
101.0,1,22.628014
101.0,1,22.629255
103.0,4,22.633791
101.0,1,22.63517
101.0,1,22.636496
101.0,1,22.637707
104.0,4,22.643151
101.0,3,22.646935
101.0,1,22.648172
102.0,3,22.652103
103.0,5,22.660548
101.0,1,22.662364
101.0,1,22.664145
103.0,6,22.674232
101.0,1,22.675486
101.0,1,22.676789
101.0,1,22.678098
101.0,1,22.679283
102.0,3,22.683085
101.0,2,22.685552
101.0,1,22.686789
101.0,1,22.688404
101.0,1,22.689734
101.0,2,22.692321
101.0,1,22.693557
101.0,1,22.694846
101.0,1,22.696092
101.0,3,22.699953
101.0,1,22.701171
103.0,3,22.705661
101.0,1,22.706948
102.0,4,22.711828
101.0,1,22.713098
103.0,4,22.718505
101.0,2,22.721107
101.0,1,22.722403
101.0,1,22.723687
101.0,1,22.724871
101.0,1,22.726125
104.0,4,22.731072
101.0,1,22.732353
101.0,1,22.733604
101.0,2,22.736818
102.0,2,22.739394
102.0,2,22.741941
101.0,1,22.743222
101.0,1,22.744428
101.0,1,22.745752
101.0,1,22.747031
101.0,3,22.751731
101.0,1,22.753602
101.0,2,22.75724
104.0,4,22.764426
102.0,2,22.768141
102.0,3,22.771919
101.0,1,22.773244
104.0,6,22.781152
101.0,1,22.784068
104.0,4,22.793257
101.0,1,22.794563
103.0,4,22.800235
101.0,1,22.801466
101.0,1,22.802632
101.0,1,22.804012
101.0,1,22.805261
101.0,1,22.8066
101.0,1,22.807916
102.0,3,22.812577
103.0,3,22.817954
101.0,1,22.819888
101.0,1,22.821771
101.0,1,22.823075
101.0,1,22.824339
103.0,3,22.828484
101.0,1,22.829829
101.0,1,22.831143
101.0,2,22.833768
101.0,1,22.835053
101.0,2,22.83759
101.0,1,22.838994
102.0,2,22.841523
101.0,1,22.843274
104.0,5,22.84961
101.0,1,22.850856
101.0,1,22.852047
101.0,1,22.853371
101.0,1,22.854698
101.0,1,22.855992
104.0,4,22.861432
104.0,6,22.868887
102.0,3,22.872601
104.0,4,22.880451
101.0,3,22.885857
101.0,1,22.88767
102.0,3,22.892215
101.0,2,22.894758
101.0,1,22.89602
101.0,1,22.897211
101.0,1,22.898458
101.0,1,22.899748
101.0,1,22.901051
101.0,1,22.902388
101.0,1,22.903765
101.0,1,22.905414
101.0,1,22.906738
101.0,1,22.908052
101.0,1,22.909348
105.0,5,22.915316
102.0,2,22.91777
101.0,1,22.919082
101.0,1,22.920848
101.0,1,22.922241
104.0,4,22.927079
101.0,1,22.928327
101.0,1,22.929618
101.0,1,22.930799
101.0,1,22.932342
102.0,3,22.936593
102.0,2,22.94046
101.0,1,22.942244
102.0,3,22.94731
101.0,1,22.949202
101.0,1,22.951022
101.0,1,22.953153
101.0,1,22.954574
104.0,4,22.959224
101.0,1,22.960474
101.0,1,22.961718
102.0,2,22.96445
101.0,1,22.965791
105.0,7,22.975463
103.0,3,22.979248
101.0,1,22.980532
101.0,1,22.981812
101.0,1,22.983668
101.0,2,22.986417
101.0,1,22.987669
101.0,1,22.988923
102.0,2,22.991463
101.0,1,22.992756
101.0,2,22.995292
101.0,1,22.996589
101.0,1,22.99788
101.0,1,22.999613
101.0,1,23.000954
101.0,1,23.002295
101.0,1,23.003607
101.0,1,23.004909
101.0,1,23.006239
101.0,1,23.007524
101.0,1,23.008811
104.0,5,23.015553
103.0,3,23.019066
101.0,2,23.021503
102.0,2,23.024139
102.0,2,23.026678
101.0,1,23.027986
101.0,3,23.032325
102.0,5,23.038496
101.0,1,23.039791
101.0,1,23.041131
101.0,1,23.042534
101.0,1,23.043944
102.0,3,23.048336
101.0,1,23.04964
102.0,2,23.052169
102.0,3,23.055957
101.0,1,23.057295
102.0,2,23.060004
104.0,4,23.066856
101.0,1,23.068719
103.0,3,23.074326
101.0,1,23.076313
102.0,2,23.080579
101.0,1,23.082013
102.0,2,23.084522
102.0,2,23.087035
101.0,1,23.088362
102.0,2,23.091111
102.0,2,23.094313
101.0,1,23.095774
101.0,2,23.098325
101.0,1,23.099659
102.0,2,23.102095
101.0,1,23.103449
101.0,1,23.104754
103.0,3,23.109283
101.0,1,23.11059
101.0,1,23.111895
101.0,1,23.113412
101.0,1,23.114711
102.0,2,23.117209
102.0,3,23.120838
101.0,2,23.12335
103.0,3,23.128786
101.0,1,23.130834
101.0,1,23.132746
103.0,3,23.138525
101.0,1,23.140815
101.0,1,23.142232
101.0,1,23.143573
101.0,1,23.144922
102.0,2,23.147494
101.0,3,23.151341
101.0,1,23.152683
101.0,2,23.155833
101.0,1,23.157288
101.0,1,23.158548
101.0,1,23.159894
102.0,2,23.162386
101.0,2,23.164835
101.0,1,23.166035
101.0,1,23.167401
104.0,5,23.176065
101.0,1,23.177938
101.0,1,23.179794
102.0,2,23.183631
102.0,3,23.188566
101.0,1,23.189919
101.0,1,23.191201
101.0,1,23.192575
101.0,2,23.195165
101.0,1,23.196502
101.0,1,23.197714
101.0,1,23.199016
101.0,1,23.200387
101.0,1,23.201757
101.0,1,23.203553
102.0,2,23.205986
103.0,4,23.210757
102.0,2,23.213369
101.0,1,23.214638
102.0,2,23.217813
101.0,1,23.219264
101.0,1,23.220553
101.0,1,23.221832
101.0,1,23.223145
101.0,1,23.224387
103.0,4,23.22927
101.0,2,23.231842
101.0,1,23.233509
101.0,1,23.234797
101.0,1,23.236068
101.0,1,23.237313
101.0,1,23.238549
101.0,1,23.239839
103.0,3,23.24361
104.0,6,23.252217
106.0,7,23.260774
101.0,1,23.262008
101.0,1,23.263652
101.0,1,23.265054
101.0,2,23.267646
101.0,1,23.26889
101.0,1,23.270139
101.0,1,23.271387
101.0,1,23.272629
101.0,2,23.275379
102.0,2,23.277947
102.0,2,23.281016
103.0,3,23.28494
101.0,2,23.28742
102.0,2,23.289906
101.0,2,23.292496
101.0,1,23.293829
101.0,1,23.29542
102.0,2,23.298385
101.0,1,23.299631
102.0,2,23.302163
101.0,1,23.303458
101.0,1,23.304786
102.0,2,23.30739
102.0,3,23.31127
101.0,2,23.314131
101.0,1,23.315388
101.0,1,23.316634
101.0,1,23.317817
101.0,1,23.318999
104.0,4,23.324225
101.0,1,23.325511
101.0,1,23.326795
104.0,4,23.332456
101.0,1,23.333698
101.0,1,23.335032
107.0,8,23.34679
102.0,2,23.350467
103.0,3,23.355116
101.0,1,23.356409
101.0,1,23.357678
101.0,1,23.360628
101.0,1,23.362822
101.0,1,23.364761
104.0,4,23.372056
102.0,2,23.37534
101.0,1,23.376718
101.0,1,23.378114
101.0,1,23.379462
102.0,2,23.382093
101.0,2,23.384665
101.0,1,23.385955
101.0,1,23.387178
101.0,1,23.388506
102.0,3,23.394592
102.0,3,23.399835
101.0,1,23.401908
101.0,1,23.403692
101.0,1,23.405375
102.0,3,23.409146
103.0,3,23.412885
102.0,2,23.415534
101.0,1,23.416856
102.0,2,23.419287
101.0,1,23.420985
101.0,1,23.42249
103.0,3,23.426075
101.0,1,23.427362
101.0,2,23.429912
104.0,6,23.43858
102.0,2,23.441056
101.0,1,23.442304
101.0,1,23.443601
101.0,2,23.446441
101.0,1,23.448282
102.0,2,23.45101
104.0,4,23.456398
101.0,3,23.459949
104.0,5,23.467108
101.0,1,23.468382
101.0,1,23.470165
101.0,2,23.472695
103.0,3,23.476377
104.0,4,23.481295
102.0,2,23.484394
104.0,5,23.493605
101.0,1,23.495684
101.0,1,23.497571
102.0,2,23.500837
101.0,1,23.502153
101.0,1,23.503445
101.0,1,23.504746
102.0,4,23.509532
101.0,1,23.510817
102.0,2,23.513312
101.0,2,23.516328
101.0,1,23.517556
101.0,1,23.518854
104.0,5,23.525238
101.0,1,23.526562
103.0,4,23.532298
101.0,1,23.533649
101.0,1,23.53491
104.0,4,23.53999
101.0,1,23.541312
102.0,2,23.543924
101.0,1,23.54526
101.0,1,23.54756
102.0,2,23.550183
102.0,2,23.552769
105.0,6,23.560546
102.0,4,23.567762
101.0,1,23.569662
103.0,4,23.578182
101.0,1,23.579931
101.0,1,23.581174
101.0,2,23.58376
101.0,1,23.585095
101.0,2,23.587661
101.0,1,23.589037
106.0,7,23.598219
101.0,1,23.59952
101.0,1,23.600699
104.0,4,23.605775
101.0,1,23.607126
102.0,3,23.611511
101.0,4,23.616544
103.0,3,23.620382
101.0,1,23.621778
101.0,1,23.623118
104.0,5,23.629602
101.0,1,23.630892
102.0,3,23.634552
101.0,1,23.635849
101.0,1,23.637187
101.0,1,23.638515
102.0,2,23.641614
101.0,2,23.644327
104.0,5,23.65059
101.0,1,23.65202
101.0,1,23.653349
104.0,6,23.663972
102.0,2,23.667474
103.0,3,23.673041
104.0,4,23.678218
101.0,3,23.681983
102.0,2,23.684597
101.0,1,23.685936
101.0,1,23.687319
102.0,2,23.691046
101.0,1,23.692756
101.0,1,23.694545
101.0,1,23.696413
101.0,2,23.700008
102.0,2,23.703811
102.0,3,23.708248
101.0,1,23.709492
101.0,1,23.710782
101.0,1,23.711969
104.0,4,23.71712
101.0,3,23.721478
101.0,1,23.722811
101.0,1,23.724107
102.0,2,23.726647
103.0,4,23.731493
101.0,1,23.732776
101.0,2,23.735432
103.0,3,23.740326
101.0,1,23.74163
101.0,1,23.742866
102.0,2,23.745281
105.0,5,23.751923
101.0,3,23.757748
101.0,1,23.75953
103.0,3,23.764934
101.0,2,23.768698
101.0,1,23.770917
101.0,1,23.772897
101.0,1,23.7747
101.0,1,23.776404
101.0,1,23.778266
101.0,1,23.780253
102.0,3,23.786907
101.0,1,23.789482
101.0,1,23.791857
101.0,1,23.793987
101.0,1,23.795965
102.0,2,23.799539
104.0,6,23.807736
101.0,1,23.809029
101.0,1,23.810282
101.0,1,23.811576
101.0,2,23.814167
101.0,1,23.815447
104.0,4,23.820917
104.0,5,23.827317
101.0,1,23.82874
101.0,1,23.830126
101.0,1,23.831359
101.0,1,23.833316
102.0,2,23.836732
101.0,1,23.838617
102.0,2,23.842201
101.0,1,23.844037
101.0,1,23.845761
102.0,2,23.849575
101.0,1,23.851522
101.0,1,23.853381
104.0,4,23.860677
102.0,2,23.864377
103.0,3,23.868378
101.0,1,23.869716
102.0,4,23.874562
101.0,1,23.87591
101.0,1,23.877138
101.0,2,23.879452
101.0,2,23.882398
104.0,4,23.887122
105.0,7,23.895854
101.0,1,23.897634
104.0,4,23.902762
104.0,4,23.907672
101.0,1,23.908955
101.0,1,23.910257
101.0,1,23.911471
101.0,1,23.913339
101.0,1,23.914743
101.0,1,23.916099
101.0,1,23.917346
101.0,2,23.919778
101.0,2,23.92234
103.0,3,23.926391
101.0,1,23.927726
101.0,1,23.929279
101.0,1,23.930608
101.0,2,23.93316
101.0,1,23.934492
104.0,4,23.939602
102.0,3,23.943236
101.0,1,23.944918
101.0,2,23.947576
101.0,1,23.948822
101.0,1,23.950064
101.0,1,23.951369
101.0,1,23.952608
101.0,1,23.953806
101.0,1,23.955152
104.0,6,23.963362
101.0,1,23.964545
101.0,1,23.965788
101.0,2,23.968343
102.0,2,23.970767
102.0,2,23.973433
101.0,1,23.974736
101.0,1,23.976179
102.0,2,23.979276
101.0,1,23.980582
101.0,1,23.981826
105.0,5,23.988039
101.0,1,23.989362
101.0,1,23.990642
101.0,1,23.991979
101.0,2,23.995063
101.0,1,23.996326
101.0,1,23.997624
101.0,1,23.998917
102.0,2,24.001455
102.0,2,24.003985
102.0,2,24.006573
102.0,2,24.00948
101.0,1,24.010713
104.0,4,24.015455
104.0,6,24.022906
101.0,2,24.026566
101.0,1,24.028492
102.0,2,24.032164
101.0,1,24.034115
101.0,2,24.037847
104.0,4,24.04398
103.0,4,24.049058
104.0,4,24.054403
101.0,1,24.056086
101.0,1,24.057559
102.0,3,24.061256
101.0,1,24.062546
101.0,1,24.063835
101.0,1,24.065089
101.0,1,24.066428
101.0,1,24.067759
101.0,1,24.069096
101.0,2,24.073493
102.0,2,24.077273
102.0,3,24.082876
103.0,3,24.088681
101.0,1,24.090484
101.0,1,24.092366
106.0,8,24.104158
101.0,2,24.106414
102.0,2,24.108968
103.0,4,24.11399
102.0,2,24.116763
101.0,1,24.118157
101.0,1,24.119461
101.0,1,24.120758
101.0,1,24.122037
102.0,2,24.124544
101.0,1,24.125789
104.0,4,24.130912
102.0,2,24.133775
101.0,1,24.13505
103.0,3,24.138788
102.0,2,24.14135
101.0,1,24.142602
101.0,1,24.14399
101.0,1,24.145356
104.0,7,24.157197
101.0,1,24.159059
101.0,1,24.160905
101.0,1,24.162867
101.0,5,24.169923
101.0,1,24.171172
101.0,1,24.172504
101.0,1,24.17375
101.0,1,24.175042
101.0,1,24.176357
101.0,2,24.178868
102.0,2,24.182975
104.0,7,24.195588
102.0,3,24.19956
101.0,1,24.200816
103.0,3,24.204542
103.0,3,24.208418
101.0,1,24.209788
102.0,2,24.212743
101.0,1,24.214517
101.0,2,24.216857
104.0,5,30.357388
101.0,1,30.358783
101.0,1,30.360117
102.0,2,30.365906
102.0,2,30.36988
101.0,1,30.371904
101.0,2,30.375229
101.0,1,30.376519
101.0,1,30.378909
101.0,2,30.384365
101.0,1,30.386353
101.0,1,30.388579
101.0,1,30.390737
101.0,1,30.392828
101.0,1,30.395406
102.0,3,30.400762
101.0,1,30.402018
101.0,1,30.403375
101.0,1,30.405119
101.0,1,30.406609
101.0,2,30.409174
104.0,4,30.417674
101.0,1,30.419006
101.0,2,30.421976
101.0,1,30.423342
101.0,1,30.424613
101.0,2,30.427611
101.0,1,30.430514
101.0,1,30.432427
101.0,2,30.435137
101.0,1,30.436889
102.0,2,30.441164
102.0,2,30.445971
101.0,1,30.449042
101.0,1,30.451096
102.0,3,30.456947
104.0,4,30.466425
101.0,1,30.468667
101.0,1,30.470097
101.0,1,30.471504
