#{"t_start": 1760184802.4956508, "env_id": "None"}
r,l,t
102.0,3,3.739103
102.0,2,3.741594
101.0,2,3.744164
106.0,9,3.759108
104.0,5,3.765471
101.0,2,3.767907
103.0,4,3.772879
101.0,1,3.774761
101.0,1,3.776679
101.0,2,3.780394
102.0,2,3.782896
102.0,2,3.785846
102.0,3,3.793278
103.0,4,3.802102
102.0,2,3.806211
102.0,2,3.810542
101.0,1,3.812694
102.0,2,3.816611
103.0,3,3.820964
103.0,4,3.82565
101.0,1,3.82683
107.0,8,3.838722
101.0,1,3.840474
101.0,2,3.844158
102.0,3,3.85055
102.0,2,3.853948
103.0,3,3.858289
104.0,4,3.863077
105.0,10,3.875916
102.0,3,3.879557
105.0,5,3.886279
102.0,3,3.889847
103.0,3,3.893409
104.0,4,3.89914
103.0,4,3.903712
105.0,6,3.914442
102.0,2,3.91698
102.0,2,3.91996
102.0,3,3.925387
101.0,1,3.927322
101.0,1,3.929648
102.0,3,3.935345
102.0,2,3.938594
101.0,1,3.940633
102.0,4,3.947611
103.0,3,3.951303
103.0,4,3.957718
101.0,2,3.961534
102.0,3,3.965235
104.0,6,3.97256
101.0,2,3.976092
104.0,5,3.983962
104.0,7,3.995164
104.0,7,4.004668
104.0,4,4.009999
101.0,1,4.011712
6.0,10,4.027168
101.0,4,4.033349
104.0,4,4.03951
101.0,1,4.041883
102.0,3,4.046651
101.0,1,4.048512
101.0,1,4.049756
105.0,8,4.065967
101.0,1,4.067523
102.0,4,4.073222
101.0,3,4.077543
101.0,1,4.079489
102.0,3,4.083698
102.0,7,4.098091
103.0,6,4.109759
104.0,5,4.118446
101.0,1,4.120376
104.0,5,4.129184
102.0,2,4.133294
101.0,1,4.135291
102.0,2,4.13896
103.0,4,4.147925
104.0,4,4.155883
106.0,7,4.165332
102.0,3,4.170503
103.0,4,4.178195
103.0,5,4.18739
103.0,4,4.192493
102.0,4,4.197569
105.0,9,4.2088
104.0,6,4.217221
106.0,6,4.224067
101.0,1,4.225299
104.0,4,4.230121
103.0,3,4.235968
101.0,3,4.240794
103.0,4,4.247729
103.0,3,4.251291
101.0,1,4.252473
101.0,1,4.253705
104.0,5,4.259697
103.0,6,4.267652
102.0,3,4.271119
101.0,2,4.273518
101.0,1,4.274888
104.0,4,4.280342
104.0,5,4.286384
104.0,4,4.291416
102.0,4,4.296835
103.0,3,4.300303
102.0,3,4.303913
103.0,4,4.309454
101.0,1,4.311363
101.0,1,4.313115
104.0,5,4.321874
103.0,4,4.328147
101.0,1,4.329388
102.0,2,4.331879
103.0,4,4.336691
104.0,4,4.342047
101.0,1,4.343852
104.0,5,4.352457
105.0,6,4.361364
102.0,2,4.363725
103.0,3,4.367346
102.0,3,4.371003
103.0,4,4.376338
103.0,3,4.379625
5.0,10,4.392152
104.0,6,4.399639
101.0,3,4.403617
104.0,6,4.410893
101.0,1,4.412152
105.0,5,4.417915
101.0,1,4.419864
103.0,3,4.425073
105.0,6,4.435338
101.0,1,4.437323
104.0,5,4.446246
101.0,3,4.451514
105.0,6,4.458479
103.0,6,4.466821
102.0,2,4.469278
101.0,1,4.470425
101.0,1,4.471693
106.0,7,4.479743
104.0,5,4.48604
105.0,7,4.494526
101.0,1,4.495806
102.0,4,4.500857
104.0,4,4.50541
101.0,2,4.507949
101.0,1,4.509209
103.0,3,4.513389
105.0,7,4.521766
104.0,5,4.52857
105.0,9,4.54399
103.0,4,4.551038
101.0,1,4.553057
104.0,6,4.562806
101.0,1,4.564109
105.0,7,4.575575
102.0,3,4.579387
105.0,7,4.590407
102.0,2,4.593305
102.0,2,4.596455
102.0,3,4.601628
105.0,5,4.608473
101.0,2,4.612181
105.0,5,4.61927
101.0,1,4.620597
101.0,2,4.624386
102.0,2,4.628305
104.0,4,4.637271
104.0,4,4.642962
105.0,8,4.659054
101.0,1,4.660901
106.0,9,4.675906
103.0,4,4.684586
102.0,4,4.692419
102.0,6,4.702744
102.0,3,4.707222
102.0,4,4.712081
103.0,5,4.721505
101.0,2,4.723833
104.0,5,4.731927
101.0,1,4.734914
102.0,2,4.738901
102.0,3,4.744075
102.0,2,4.748821
101.0,1,4.751414
103.0,5,4.757535
101.0,1,4.758781
101.0,1,4.760058
101.0,1,4.761315
104.0,7,4.77411
101.0,2,4.777695
102.0,2,4.781384
101.0,2,4.785842
101.0,1,4.788819
103.0,4,4.795636
103.0,5,4.802821
101.0,1,4.804087
103.0,4,4.808644
102.0,4,4.813176
101.0,1,4.814957
104.0,5,4.821089
101.0,2,4.823522
106.0,6,4.831416
101.0,1,4.832811
101.0,1,4.834093
104.0,4,4.838893
102.0,2,4.841227
104.0,5,4.847722
103.0,3,4.851279
103.0,4,4.856106
103.0,3,4.859841
104.0,4,4.865779
103.0,3,4.869426
102.0,2,4.871792
103.0,3,4.875405
103.0,4,4.880729
101.0,3,4.884369
105.0,6,4.891344
105.0,6,4.899623
104.0,5,4.905604
101.0,1,4.906873
101.0,2,4.909426
101.0,2,4.912231
103.0,3,4.916145
104.0,5,4.921983
103.0,6,4.929199
101.0,1,4.930683
103.0,4,4.935431
104.0,4,4.940121
101.0,1,4.941406
104.0,5,4.948399
101.0,1,4.949872
101.0,3,4.953741
101.0,1,4.954919
101.0,1,4.956151
101.0,2,4.95845
101.0,1,4.960194
105.0,8,4.969788
101.0,1,4.971056
103.0,3,4.975056
105.0,7,4.983364
101.0,1,4.98462
101.0,1,4.985811
105.0,5,4.992676
102.0,4,4.999761
103.0,3,5.004853
101.0,1,5.006186
103.0,3,5.010118
106.0,9,5.024997
104.0,4,5.029854
101.0,1,5.03109
101.0,1,5.032541
102.0,2,5.035091
101.0,2,5.037846
102.0,4,5.04583
105.0,8,5.057057
104.0,6,5.065156
102.0,3,5.070777
101.0,1,5.073065
102.0,3,5.078441
106.0,8,5.090364
103.0,4,5.096393
104.0,6,5.108288
101.0,1,5.109647
104.0,6,5.120765
102.0,2,5.124468
102.0,3,5.129669
103.0,4,5.140288
101.0,2,5.143301
104.0,5,5.153453
102.0,2,5.156205
102.0,3,5.160089
104.0,4,5.169001
105.0,6,5.176202
104.0,6,5.186522
101.0,1,5.187821
105.0,7,5.197812
104.0,5,5.205701
101.0,2,5.208102
106.0,7,5.219955
101.0,1,5.221222
101.0,1,5.222629
101.0,2,5.226067
101.0,1,5.227445
102.0,2,5.229974
101.0,1,5.232806
104.0,5,5.241587
104.0,6,5.252513
102.0,4,5.26109
101.0,1,5.262923
102.0,4,5.271301
101.0,1,5.272749
104.0,7,5.28394
101.0,1,5.28545
104.0,5,5.291955
101.0,1,5.293191
103.0,6,5.302756
101.0,1,5.304029
105.0,5,5.313218
102.0,3,5.319726
103.0,4,5.32551
104.0,5,5.333092
105.0,7,5.342434
101.0,3,5.346157
103.0,4,5.353536
103.0,6,5.36064
101.0,1,5.361846
103.0,5,5.370991
102.0,4,5.375874
103.0,3,5.379463
101.0,1,5.382377
103.0,3,5.387484
102.0,2,5.389925
103.0,4,5.394793
104.0,4,5.403021
101.0,4,5.408055
103.0,4,5.415399
106.0,9,5.433321
101.0,1,5.43548
103.0,4,5.442451
102.0,4,5.451116
102.0,2,5.455121
101.0,3,5.460166
104.0,4,5.468554
101.0,1,5.469825
104.0,4,5.474673
101.0,2,5.476988
102.0,2,5.479343
101.0,2,5.484458
103.0,3,5.48807
102.0,2,5.490514
104.0,4,5.49526
101.0,1,5.496979
104.0,5,5.506828
104.0,5,5.517174
104.0,5,5.526217
101.0,3,5.53227
101.0,2,5.534754
104.0,6,5.542076
101.0,1,5.543375
106.0,7,5.556537
105.0,7,5.5705
103.0,3,5.57548
102.0,3,5.581147
103.0,5,5.588084
101.0,1,5.590068
103.0,5,5.599365
101.0,1,5.600689
101.0,1,5.602179
101.0,1,5.604191
103.0,3,5.60978
102.0,4,5.61619
102.0,3,5.62149
103.0,3,5.627003
101.0,2,5.631027
102.0,3,5.634384
102.0,3,5.638965
101.0,1,5.641199
104.0,5,5.648583
101.0,1,5.650423
102.0,2,5.654205
106.0,10,5.669931
101.0,1,5.672176
101.0,1,5.674373
101.0,1,5.675603
105.0,6,5.684694
103.0,3,5.689243
101.0,1,5.69055
102.0,2,5.693843
103.0,3,5.698092
101.0,1,5.699947
103.0,4,5.705887
103.0,3,5.710381
101.0,1,5.711611
101.0,1,5.712966
104.0,5,5.723038
101.0,1,5.7243
102.0,3,5.728797
102.0,2,5.732155
103.0,5,5.740741
101.0,1,5.742438
104.0,5,5.749478
102.0,3,5.753681
106.0,7,5.766445
102.0,2,5.77061
105.0,7,5.779399
101.0,1,5.781184
102.0,2,5.783658
105.0,7,5.794412
101.0,1,5.7956
103.0,4,5.801039
101.0,1,5.802485
101.0,1,5.803753
103.0,4,5.80834
104.0,6,5.817234
102.0,4,5.821879
105.0,6,5.828961
101.0,1,5.830756
104.0,5,5.837021
103.0,4,5.841792
5.0,10,5.858161
102.0,2,5.862171
103.0,3,5.868386
102.0,2,5.871961
105.0,6,5.882283
101.0,1,5.883464
105.0,8,5.892386
101.0,1,5.893582
104.0,4,5.900332
105.0,6,5.910656
104.0,5,5.9179
102.0,2,5.920201
104.0,6,5.927239
101.0,1,5.928707
101.0,2,5.932701
101.0,1,5.9345
101.0,1,5.936214
101.0,1,5.938066
104.0,7,5.950918
101.0,1,5.952842
101.0,4,5.960207
104.0,6,5.972015
104.0,5,5.980121
101.0,1,5.982126
101.0,2,5.986
101.0,1,5.987959
102.0,2,12.386542
101.0,1,12.388046
105.0,6,12.395518
101.0,1,12.396711
102.0,2,12.399372
104.0,5,12.406217
101.0,1,12.407518
101.0,1,12.408806
101.0,1,12.410147
104.0,4,12.415706
101.0,1,12.416901
101.0,1,12.418282
101.0,2,12.422153
103.0,3,12.427463
101.0,1,12.429395
101.0,3,12.434807
101.0,2,12.437202
102.0,2,12.439692
102.0,2,12.442152
101.0,1,12.443476
101.0,1,12.444901
101.0,1,12.446257
101.0,1,12.447588
101.0,1,12.449359
105.0,7,12.45839
101.0,1,12.459798
101.0,1,12.461091
101.0,1,12.462325
101.0,1,12.463652
106.0,7,12.47289
104.0,5,12.479582
104.0,4,12.487206
102.0,4,12.495037
103.0,4,12.502199
101.0,1,12.503979
101.0,1,12.506194
101.0,1,12.508312
102.0,2,12.51192
104.0,4,12.517574
102.0,3,12.521288
103.0,4,12.526696
101.0,1,12.528039
102.0,2,12.530523
105.0,5,12.536527
102.0,2,12.539043
102.0,2,12.541699
102.0,2,12.544513
102.0,2,12.546832
103.0,3,12.550455
101.0,2,12.552923
101.0,1,12.554334
102.0,2,12.556888
103.0,3,12.561044
101.0,2,12.563439
101.0,1,12.564726
101.0,1,12.565969
102.0,3,12.569782
102.0,3,12.573513
101.0,1,12.575268
103.0,3,12.578936
101.0,2,12.581389
101.0,2,12.583711
101.0,1,12.584974
102.0,2,12.58743
105.0,5,12.594139
103.0,3,12.597715
101.0,2,12.600187
101.0,1,12.601587
101.0,1,12.602876
101.0,1,12.60415
102.0,5,12.613281
103.0,3,12.618475
101.0,2,12.621831
103.0,3,12.626444
104.0,5,12.632324
101.0,1,12.633604
101.0,1,12.634834
101.0,2,12.637444
104.0,7,12.649799
101.0,1,12.6523
101.0,1,12.654534
102.0,2,12.658413
102.0,2,12.662291
101.0,1,12.664132
105.0,10,12.679879
102.0,3,12.683457
101.0,1,12.684687
104.0,4,12.690269
102.0,2,12.692785
101.0,1,12.694143
104.0,4,12.699244
102.0,2,12.702252
104.0,4,12.707224
101.0,1,12.708465
101.0,1,12.709652
105.0,5,12.715779
101.0,1,12.717147
102.0,2,12.720291
101.0,1,12.7216
101.0,1,12.722789
101.0,1,12.723979
101.0,3,12.727855
101.0,3,12.73182
101.0,1,12.733939
103.0,3,12.739156
101.0,1,12.740856
102.0,2,12.744517
103.0,3,12.749966
102.0,5,12.755944
102.0,2,12.758507
103.0,3,12.762278
101.0,1,12.763605
101.0,2,12.766699
101.0,1,12.767945
102.0,3,12.771651
102.0,2,12.774083
101.0,1,12.775479
104.0,4,12.783214
105.0,6,12.79061
101.0,1,12.791948
102.0,3,12.795815
103.0,6,12.803258
103.0,5,12.809156
101.0,1,12.810546
104.0,6,12.818275
105.0,7,12.826826
101.0,2,12.829648
101.0,1,12.830969
101.0,1,12.832222
101.0,1,12.833404
101.0,1,12.834649
102.0,3,12.838149
102.0,2,12.840622
102.0,2,12.843156
101.0,1,12.84495
101.0,1,12.846386
102.0,3,12.850183
106.0,8,12.860589
101.0,4,12.867603
104.0,4,12.874844
101.0,1,12.876914
104.0,4,12.881705
101.0,1,12.882948
102.0,2,12.885377
104.0,7,12.896147
101.0,2,12.899717
102.0,3,12.905102
101.0,1,12.906986
104.0,4,12.912723
101.0,1,12.913968
101.0,1,12.915328
101.0,2,12.91774
101.0,1,12.919122
102.0,2,12.921659
101.0,1,12.923009
102.0,2,12.92619
105.0,7,12.935312
102.0,2,12.937858
101.0,1,12.939058
101.0,1,12.94052
101.0,1,12.941849
101.0,1,12.943204
104.0,7,12.951647
103.0,5,12.959039
104.0,7,12.971252
104.0,5,12.980745
102.0,2,12.98454
103.0,3,12.989549
105.0,6,12.99682
103.0,3,13.000504
102.0,2,13.00342
101.0,3,13.007126
102.0,2,13.009601
101.0,1,13.010783
101.0,1,13.011974
102.0,2,13.014551
101.0,1,13.015889
101.0,1,13.017124
103.0,6,13.028171
101.0,1,13.030033
102.0,2,13.033517
103.0,3,13.039221
104.0,6,13.050447
104.0,6,13.058035
101.0,2,13.060577
101.0,1,13.061839
102.0,4,13.067714
101.0,1,13.069329
101.0,1,13.070616
101.0,2,13.073069
102.0,2,13.07556
101.0,2,13.077988
101.0,1,13.079434
101.0,1,13.080749
103.0,3,13.085068
101.0,2,13.087611
102.0,2,13.090094
102.0,2,13.092493
101.0,1,13.093788
101.0,1,13.095278
102.0,2,13.098522
102.0,3,13.103822
101.0,1,13.105718
102.0,2,13.109342
101.0,1,13.111374
101.0,2,13.114641
104.0,4,13.119586
101.0,1,13.120783
101.0,4,13.125801
102.0,2,13.128327
103.0,3,13.132258
102.0,3,13.135996
101.0,2,13.138469
102.0,2,13.140851
103.0,4,13.146686
101.0,1,13.147885
101.0,1,13.149199
102.0,2,13.1515
104.0,6,13.158384
101.0,1,13.159672
103.0,3,13.163773
102.0,3,13.167326
101.0,3,13.171068
101.0,2,13.173609
104.0,5,13.180289
104.0,4,13.184664
102.0,3,13.188358
104.0,4,13.193385
102.0,2,13.195919
101.0,1,13.197224
101.0,2,13.199747
102.0,3,13.203593
104.0,4,13.209285
101.0,1,13.211333
101.0,1,13.213228
101.0,1,13.214826
102.0,3,13.218327
102.0,3,13.221854
101.0,2,13.225026
101.0,1,13.22655
101.0,1,13.227791
101.0,2,13.230331
104.0,4,13.235085
101.0,1,13.236357
102.0,2,13.239025
102.0,4,13.244389
101.0,1,13.245634
102.0,2,13.248183
101.0,1,13.249471
103.0,4,13.254555
102.0,3,13.259839
101.0,1,13.261857
101.0,2,13.26552
101.0,1,13.267378
101.0,1,13.269306
101.0,1,13.271049
101.0,1,13.273762
103.0,4,13.27844
101.0,1,13.279675
102.0,2,13.281926
104.0,5,13.288307
104.0,5,13.294704
104.0,4,13.299677
103.0,4,13.305566
103.0,3,13.310148
101.0,1,13.311456
102.0,2,13.313771
102.0,2,13.316524
101.0,1,13.317779
101.0,1,13.319145
102.0,3,13.324499
101.0,1,13.326368
102.0,3,13.331372
102.0,2,13.335075
102.0,2,13.338521
103.0,3,13.342195
101.0,1,13.343499
104.0,4,13.348677
101.0,1,13.349898
102.0,4,13.3557
101.0,2,13.358271
101.0,1,13.359488
104.0,5,13.365237
101.0,1,13.366435
101.0,1,13.36763
101.0,1,13.369413
101.0,2,13.3719
102.0,4,13.376912
104.0,5,13.382814
103.0,6,13.393363
101.0,1,13.395177
101.0,1,13.396983
104.0,6,13.405634
101.0,1,13.406891
101.0,1,13.408142
104.0,5,13.414721
104.0,4,13.419913
102.0,3,13.42352
101.0,1,13.424711
101.0,1,13.426063
101.0,1,13.427356
101.0,1,13.42858
103.0,4,13.434268
101.0,2,13.436812
101.0,1,13.438003
101.0,2,13.440619
101.0,1,13.441927
103.0,3,13.447205
101.0,2,13.450007
101.0,2,13.452404
101.0,1,13.453672
102.0,2,13.456012
103.0,3,13.459442
103.0,3,13.463351
104.0,5,13.472915
101.0,1,13.47469
101.0,1,13.476767
102.0,3,13.482947
103.0,4,13.490304
101.0,2,13.493019
101.0,1,13.494259
102.0,2,13.497339
101.0,3,13.502781
102.0,4,13.510347
101.0,1,13.512412
104.0,6,13.523411
104.0,4,13.53058
102.0,3,13.533969
101.0,2,13.536342
103.0,5,13.54255
102.0,3,13.547784
101.0,1,13.549581
101.0,1,13.55129
101.0,1,13.553075
101.0,1,13.554897
103.0,3,13.560703
104.0,5,13.569845
102.0,3,13.575325
101.0,1,13.578201
101.0,4,13.585321
105.0,6,13.595291
101.0,1,13.596538
104.0,6,13.603951
101.0,1,13.605246
101.0,2,13.607621
102.0,4,13.6154
102.0,2,13.61896
102.0,2,13.622472
103.0,3,13.627305
101.0,1,13.628601
103.0,5,13.634794
101.0,1,13.636019
105.0,5,13.642289
101.0,1,13.64364
102.0,3,13.647296
101.0,1,13.648525
101.0,1,13.649755
101.0,1,13.651093
106.0,6,13.659152
103.0,4,13.66395
103.0,4,13.669014
101.0,1,13.670301
101.0,2,13.673701
101.0,1,13.675122
101.0,1,13.676398
102.0,2,13.67894
102.0,2,13.68167
101.0,1,13.68302
103.0,3,13.686662
101.0,1,13.68794
101.0,1,13.690361
101.0,3,13.695643
102.0,2,13.699156
104.0,4,13.706353
101.0,1,13.707662
101.0,3,13.711534
101.0,1,13.712714
104.0,5,13.719035
103.0,4,13.724314
101.0,2,13.726757
101.0,1,13.728064
105.0,5,13.734295
105.0,7,13.746109
102.0,3,13.751478
106.0,6,13.762764
102.0,2,13.766588
101.0,1,13.768743
102.0,2,13.771606
102.0,3,13.775726
102.0,3,13.779402
101.0,1,13.780613
103.0,4,13.787622
107.0,8,13.801001
101.0,1,13.802315
105.0,6,13.809625
101.0,2,13.812075
103.0,5,13.818571
101.0,1,13.81989
102.0,4,13.824604
101.0,2,13.826985
104.0,6,13.834581
104.0,4,13.839397
101.0,1,13.840633
101.0,1,13.841875
104.0,7,13.85098
103.0,4,13.855887
101.0,1,13.857119
102.0,2,13.859565
101.0,2,13.862076
104.0,6,13.870109
101.0,1,13.871303
102.0,2,13.873868
101.0,1,13.875287
102.0,3,13.878881
102.0,2,13.883125
101.0,1,13.884928
101.0,2,13.888705
102.0,2,13.892505
102.0,3,13.897903
101.0,1,13.899277
101.0,1,13.900503
101.0,1,13.901719
101.0,1,13.902936
103.0,3,13.906567
105.0,9,13.918144
101.0,2,13.920547
102.0,2,13.923032
101.0,4,13.927718
102.0,2,13.930828
103.0,3,13.934449
101.0,3,13.937986
101.0,2,13.9404
102.0,2,13.9429
104.0,4,13.948392
101.0,1,13.949577
101.0,1,13.950871
101.0,1,13.952181
102.0,2,13.954552
102.0,2,13.957372
101.0,1,13.958666
102.0,2,13.961577
101.0,1,13.962834
101.0,3,13.966328
101.0,1,13.967516
103.0,3,13.971014
101.0,1,13.972298
101.0,1,13.973625
101.0,1,13.974968
102.0,3,13.979274
103.0,3,13.982825
104.0,5,13.988969
101.0,1,13.990572
101.0,1,13.991862
101.0,1,13.993572
103.0,4,13.998287
101.0,2,14.000737
101.0,1,14.001922
101.0,1,14.003221
104.0,4,14.007966
103.0,4,14.013418
102.0,2,14.015844
102.0,2,14.018274
102.0,2,14.02078
103.0,4,14.026754
102.0,2,14.030339
104.0,4,14.037168
102.0,2,14.041367
101.0,1,14.042673
101.0,1,14.043922
101.0,1,14.045176
103.0,3,14.048769
104.0,5,14.055067
102.0,4,14.06046
101.0,1,14.061707
105.0,9,14.073676
102.0,2,14.077245
101.0,1,14.079328
101.0,1,14.081125
102.0,2,14.084617
104.0,4,14.090497
102.0,4,14.095627
101.0,2,14.098211
101.0,1,14.099444
102.0,3,14.103602
105.0,6,14.111053
101.0,1,14.112424
101.0,1,14.113801
101.0,1,14.115131
102.0,2,14.11765
101.0,1,14.119588
101.0,1,14.121466
102.0,2,14.125144
101.0,1,14.126956
101.0,1,14.128899
101.0,1,14.130916
101.0,1,14.132748
101.0,1,14.134616
104.0,4,14.139495
105.0,5,14.145681
101.0,1,14.147008
104.0,4,14.15208
102.0,2,14.154523
104.0,6,14.161871
101.0,1,14.163211
101.0,1,14.164545
102.0,2,14.167726
104.0,5,14.173775
102.0,3,14.177503
101.0,1,14.178758
101.0,1,14.180055
102.0,3,14.184382
102.0,2,14.187033
101.0,1,14.188361
101.0,1,14.18984
104.0,7,14.198834
103.0,4,14.203688
101.0,2,14.206234
101.0,1,14.207474
101.0,2,14.210135
105.0,6,14.217549
101.0,2,14.219974
101.0,1,14.221285
101.0,1,14.222543
101.0,1,14.223793
102.0,3,14.227582
101.0,2,14.229967
103.0,8,14.240523
101.0,1,14.241793
101.0,2,14.244314
101.0,2,14.247571
101.0,1,14.249468
104.0,5,14.258075
101.0,1,14.259868
101.0,1,14.261673
102.0,2,14.264719
101.0,2,14.267264
101.0,1,14.268498
101.0,1,14.269786
104.0,7,14.278645
101.0,1,14.279904
102.0,2,14.282478
101.0,2,14.284958
102.0,3,14.288504
104.0,4,14.293323
105.0,7,14.302293
103.0,3,14.306126
102.0,2,14.308704
101.0,1,14.309982
101.0,1,14.311671
101.0,1,14.313015
102.0,2,14.315301
104.0,5,14.321526
101.0,3,14.325282
102.0,2,14.328397
102.0,2,14.330898
102.0,2,14.333332
102.0,2,14.335705
103.0,4,14.340838
102.0,3,14.346327
103.0,3,14.351527
103.0,3,14.356716
104.0,5,14.36385
104.0,6,14.37117
101.0,2,14.373851
105.0,6,14.382013
105.0,5,14.387885
101.0,1,14.389468
102.0,2,14.393335
103.0,3,14.398529
106.0,8,14.41366
102.0,3,14.418961
101.0,1,14.420744
101.0,2,14.424129
101.0,1,14.425349
102.0,2,14.427722
101.0,1,14.428942
105.0,7,14.43751
103.0,3,14.441288
101.0,1,14.44253
104.0,5,14.448504
101.0,1,14.449787
101.0,1,14.451018
101.0,2,14.454605
102.0,2,14.458142
104.0,5,14.465899
101.0,1,14.467269
101.0,1,14.468856
104.0,6,14.475872
102.0,2,14.478257
104.0,4,14.483056
101.0,1,14.484919
101.0,1,14.487204
103.0,3,14.492534
105.0,9,14.506396
106.0,9,14.51899
101.0,2,14.522315
102.0,3,14.527554
101.0,1,14.529603
101.0,1,14.531497
102.0,2,14.535631
101.0,1,14.537442
101.0,1,14.539245
102.0,2,14.542849
101.0,1,14.544828
102.0,2,14.548516
102.0,3,14.552471
101.0,2,14.554904
101.0,1,14.556214
103.0,3,14.56013
102.0,2,14.562656
103.0,3,14.567032
101.0,1,14.568258
101.0,1,14.569418
104.0,6,14.576726
101.0,2,14.579168
103.0,6,14.586967
102.0,2,14.589396
102.0,2,14.591794
102.0,2,14.594245
103.0,5,14.602893
101.0,1,14.604692
101.0,1,14.606461
102.0,2,14.610336
102.0,2,14.614262
103.0,4,14.619615
101.0,1,14.620802
104.0,4,14.62567
104.0,5,14.632399
103.0,5,14.638361
103.0,5,14.644767
101.0,1,14.646131
101.0,2,14.648479
101.0,1,14.649811
101.0,1,14.650977
102.0,4,14.655675
101.0,1,14.656937
104.0,4,14.662127
101.0,3,14.665765
101.0,1,14.66692
104.0,6,14.67429
103.0,7,14.684253
101.0,1,14.685546
104.0,4,14.690242
101.0,1,14.691462
104.0,4,14.696582
101.0,1,14.697763
102.0,2,14.700302
103.0,4,14.705058
103.0,4,14.711685
104.0,5,14.720045
102.0,2,14.723725
101.0,1,14.725918
105.0,7,14.738156
102.0,2,14.741935
102.0,2,14.744495
101.0,1,14.745748
101.0,1,14.746933
104.0,5,14.753079
101.0,3,14.75719
101.0,1,14.758483
102.0,2,14.760986
104.0,5,14.766644
103.0,4,14.771623
104.0,6,14.77996
101.0,1,14.781217
106.0,8,14.79363
101.0,1,14.794959
106.0,6,14.802316
102.0,2,14.805196
101.0,1,14.806558
104.0,7,14.815121
101.0,1,14.816398
102.0,4,14.82249
101.0,1,14.824379
101.0,2,14.827868
