#{"t_start": 1760178975.3685467, "env_id": "None"}
r,l,t1103.0,3,2.4079131103.0,5,2.42109
102.0,3,2.425659
104.0,6,2.433915
103.0,3,2.43812
105.0,10,2.450491
101.0,1,2.4521191103.0,4,2.456856104.0,4,2.456275
1106.0,8,2.470133
101.0,1,2.4720591103.0,5,2.48155
103.0,3,2.487008
106.0,9,2.501806
101.0,1,2.503128
101.0,1,2.504349
106.0,7,2.516933
105.0,7,2.520905
104.0,7,2.532069
101.0,1,2.533954
101.0,1,2.535825
104.0,10,2.548426
101.0,1,2.5495971105.0,7,2.558735106.0,7,2.565477
10107.0,10,2.573787
102.0,2,2.57606105103.0,5,2.5820103.102.0,4,2.5866103.103.0,5,2.59371015.0,10,2.60602
106.0,8,2.615683
102.0,2,2.618176
105.0,6,2.625574
101.0,1,2.6268141103.0,3,2.6305531103.0,4,2.6361061101.0,2,2.6386571104.0,5,2.6442861105.0,8,2.655485
103.0,5,2.664094
103.0,4,2.670154
101.0,1,2.671327
102.0,2,2.6737235.0,10,2.684869
105.0,7,2.693856
103.0,5,2.699768
102.0,2,2.70249
101.0,1,2.703737
104.0,5,2.709369
104.0,5,2.715381
104.0,4,2.72013
106.0,9,2.730561
104.0,7,2.739474
101.0,1,2.740696
103.0,3,2.74414
101.0,1,2.745409
101.0,103.0,4,2.74101.0,2,2.750627
103.0,4,2.756137
103.0,5,2.762062
105.0,8,2.771683
103.0,3,2.775445
105.0,5,2.783866
104.0,4,2.790475
105.0,6,2.801527
102.0,2,2.806565
102.0,3,2.813899
102.0,2,2.818174
101.0,1,2.820368
106.0,7,2.833646
101.0,1,2.835499
103.0,4,2.844538
105.0,7,2.854027
105.0,5,2.86154
101.0,1,2.862719
108.0,9,2.875129
102.0,2,2.878722
103.0,3,2.883729
101.0,1,2.885536
101.0,2,2.888878
104.0,5,2.896696
101.0,1,2.897915
101.0,2,2.900355
101.0,1,2.90161
103.0,3,2.905313
101.0,1,2.907437
102.0,3,2.913395
102.0,2,2.916945
101.0,1,2.918728
101.0,2,2.922298
103.0,4,2.930678
104.0,10,2.945866
101.0,1,2.947055
105.0,8,2.958948
101.0,1,2.960151
102.0,2,2.962397
102.0,4,2.967333
104.0,6,2.975348
105.0,7,2.983848
103.0,3,2.989165
101.0,1,2.990496
104.0,5,2.996396
101.0,1,2.997614
101.0,1,2.998866
106.0,7,3.00805
103.0,3,3.011702
101.0,1,3.012981
101.0,1,3.014212
101.0,1,3.01543
103.0,4,3.020745
101.0,1,3.021979
102.0,2,3.024346
104.0,4,3.029122
103.0,4,3.034941
103.0,4,3.039819
104.0,4,3.044745
101.0,2,3.048585
7.0,10,3.052004
104.0,5,3.059322
103.0,4,3.066563
102.0,3,3.071888
104.0,5,3.078793
106.0,8,3.088769
102.0,2,3.091721
103.0,3,3.095231
103.0,6,3.102298
101.0,1,3.10365
102.0,4,3.108826
101.0,3,3.112278
102.0,2,3.114591
104.0,5,3.120487
101.0,2,3.123542
104.0,6,3.130379
105.0,7,3.139031
103.0,5,3.144892
101.0,1,3.146071
101.0,1,3.147397
104.0,6,3.155802
102.0,4,3.160572
102.0,2,3.163046
103.0,3,3.166373
103.0,4,3.171818
101.0,2,3.174122
104.0,7,3.185608
105.0,5,3.191542
102.0,2,3.193902
104.0,5,3.200362
101.0,3,3.205681
103.0,4,3.21212
104.0,4,3.217407
106.0,7,3.225606
101.0,2,3.228123
101.0,1,3.229327
102.0,3,3.233587
105.0,5,3.239339
104.0,5,3.245153
101.0,1,3.246367
103.0,3,3.250882
104.0,5,3.256766
4.0,10,3.268976
104.0,4,3.273871
104.0,4,3.278612
105.0,5,3.288043
102.0,3,3.29345
101.0,1,3.295405
101.0,2,3.298471
106.0,9,3.309263
104.0,4,3.314547
101.0,1,3.315833
106.0,7,3.323967
103.0,4,3.329206
104.0,5,3.33514
103.0,3,3.338805
101.0,1,3.340136
103.0,4,3.345542
101.0,1,3.346817
105.0,7,3.355047
101.0,1,3.356317
104.0,6,3.363849
104.0,5,3.369683
101.0,1,3.371128
105.0,8,3.381438
101.0,1,3.382734
104.0,5,3.388824
103.0,5,3.395574
102.0,3,3.399079
101.0,1,3.40025
101.0,1,3.401428
105.0,8,3.411517
101.0,1,3.41282
101.0,1,3.414046
102.0,2,3.416519
105.0,9,3.427856
104.0,7,3.436145
103.0,10,3.448246
102.0,2,3.450684
101.0,3,3.454126
102.0,2,3.456928
101.0,5,3.463106
4.0,10,3.475683
104.0,4,3.480467
102.0,2,3.483044
101.0,2,3.485634
102.0,2,3.488508
103.0,4,3.493257
103.0,4,3.498021
101.0,1,3.4993
104.0,7,3.509663
105.0,7,3.518017
102.0,2,3.521033
102.0,2,3.523418
101.0,1,3.524688
101.0,1,3.525864
103.0,4,3.530813
101.0,1,3.532089
101.0,1,3.533398
102.0,4,3.540969
101.0,1,3.542802
104.0,7,3.554404
103.0,6,3.561725
101.0,1,3.562984
101.0,3,3.567941
102.0,3,3.573428
106.0,9,3.589865
104.0,4,3.596981
103.0,4,3.604105
106.0,8,3.616418
102.0,2,3.61876
101.0,1,3.620039
103.0,5,3.626036
101.0,1,3.627304
102.0,2,3.630392
105.0,10,3.641692
102.0,2,3.64535
102.0,2,3.647835
101.0,2,3.650262
104.0,7,3.659975
101.0,1,3.661842
101.0,1,3.663684
101.0,1,3.665556
101.0,1,3.667304
104.0,4,3.674553
101.0,1,3.676435
103.0,4,3.683036
101.0,1,3.684873
104.0,6,3.693991
102.0,3,3.697537
103.0,3,3.701103
104.0,7,3.709739
104.0,4,3.714411
104.0,5,3.720503
101.0,2,3.724009
102.0,2,3.727537
104.0,6,3.738319
102.0,3,3.741945
105.0,8,3.751468
103.0,4,3.756816
101.0,1,3.757999
103.0,4,3.762877
101.0,3,3.76646
104.0,6,3.774563
102.0,3,3.778111
102.0,3,3.781502
101.0,1,3.782784
106.0,6,3.790212
102.0,4,3.794839
105.0,5,3.800786
102.0,2,3.803556
103.0,3,3.807194
105.0,5,3.812905
104.0,5,3.81971
101.0,1,3.820898
101.0,1,3.82213
101.0,1,3.823407
103.0,4,3.828216
104.0,4,3.833742
101.0,1,3.835752
102.0,2,3.838992
101.0,1,3.840746
101.0,1,3.84251
101.0,3,3.847818
101.0,2,3.851831
101.0,1,3.853609
103.0,3,3.858332
105.0,6,3.867513
103.0,4,3.871956
104.0,4,3.876677
104.0,6,3.885445
104.0,4,3.889862
101.0,1,3.891035
104.0,5,3.897617
102.0,2,3.900018
101.0,2,3.902358
103.0,3,3.905742
101.0,1,3.906994
101.0,1,3.908294
101.0,1,3.909588
103.0,4,3.918852
101.0,1,3.921407
101.0,1,3.923346
101.0,1,3.925352
101.0,1,3.927283
102.0,4,3.935253
101.0,1,3.9371810103.0,4,3.94253106.0,10,3.957986
103.0,4,3.962764
102.0,2,3.966313
104.0,5,3.974689
104.0,4,3.981981
105.0,6,3.992441
105.0,9,4.009723
103.0,3,4.014561
101.0,1,4.015809
103.0,3,4.019251
103.0,3,4.022891
104.0,6,4.031892
101.0,3,4.036874
104.0,5,4.045628
101.0,1,4.04688
102.0,3,4.05021
101.0,2,4.052394
101.0,1,4.053609
104.0,6,4.06139
101.0,3,4.064876
102.0,5,4.070604
102.0,3,4.074239
102.0,2,4.07771
101.0,2,4.080513
104.0,5,4.086244
101.0,1,4.087424
